,size,iteration_GFW_a1,iteration_GFW_e,iteration_EPM_a1,iteration_EPM_e,solved_GFW_a1,solved_GFW_e,solved_EPM_a1,solved_EPM_e,runningtime_GFW_a1,runningtime_GFW_e,runningtime_EPM_a1,runningtime_EPM_e
0,5,2.75,2.76,2.57,2.57,100,100,100,100,0.0033125209808349608,0.0033125209808349608,0.009689571857452393,0.009689571857452393
1,50,6.484848484848484,7.273684210526316,5.828282828282828,6.105263157894737,100,100,99,95,0.03581609388794562,0.03781540268345883,0.1195305549737179,0.12498114485489695
2,100,7.395833333333333,9.215384615384615,7.364583333333333,8.338461538461539,100,100,96,65,0.12405730783939362,0.13933578637930064,0.5995003481705984,0.6833214026231033
3,150,7.944444444444445,10.0,7.644444444444445,9.035087719298245,100,100,90,57,0.31858135064442955,0.3492533114918491,1.5006027115715874,1.7762669303960967
4,200,8.851063829787234,11.488888888888889,8.297872340425531,11.0,100,100,94,45,0.6520137736137878,0.7222089873419868,3.1535411185406623,4.1722674422793915
5,250,8.833333333333334,12.238095238095237,8.854166666666666,10.571428571428571,100,100,96,42,1.1528851961096127,1.2878877208346413,5.5670450553298,6.671196103096008
6,300,9.053191489361701,12.617647058823529,9.106382978723405,11.0,100,100,94,34,1.8138169785763354,2.0128402148976043,8.673339904622829,10.492127607850467
