,size,iteration_GFW_a1,iteration_GFW_e,solved_GFW_a1,solved_GFW_e,runningtime_GFW_a1,runningtime_GFW_e
0,100,12.29,13.54,100,100,0.17597251892089844,0.18582712173461913
1,300,13.02,16.32,100,100,0.603112142086029,0.6697752213478089
2,500,13.7,17.18,100,100,1.156075439453125,1.2742095232009887
3,700,14.282828282828282,18.505050505050505,99,99,1.828165914073135,2.030185656114058
4,1000,14.22,19.387755102040817,100,98,2.646320734024048,2.997640850592633
