,size,iteration_GFW_a1,iteration_GFW_e,solved_GFW_a1,solved_GFW_e,runningtime_GFW_a1,runningtime_GFW_e
0,100,7.35,9.14,100,100,0.1300508213043213,0.1430471134185791
1,300,7.93,10.69,100,100,0.46504400253295897,0.5184758400917053
2,500,8.33,11.78,100,100,0.9096543550491333,1.019169192314148
3,700,7.787878787878788,11.63265306122449,99,98,1.4375788635677762,1.6097942274443957
4,1000,7.663265306122449,12.673684210526316,98,95,2.6599510616185715,2.985703204807482
