,x,i_y1,i_y2,i_z1,i_z2,s_y1,s_y2,s_z1,s_z2,r_y1,r_y2,r_z1,r_z2
0,2,2.0,2.0,1.5,1.5,10,10,10,10,0.003892946243286133,0.003892946243286133,0.005054855346679687,0.005054855346679687
1,50,6.1,8.4,6.1,6.7,10,10,10,10,0.17777769565582274,0.24032232761383057,0.27936453819274903,0.30362658500671386
2,100,6.3,9.3,6.7,8.142857142857142,10,10,10,7,0.5107661008834838,0.7633495330810547,1.361678695678711,1.5827125481196813
3,150,7.5,11.2,8.0,8.6,10,10,9,5,1.4264422178268432,2.165773391723633,3.9233921104007297,4.083501958847046
4,200,8.2,11.4,6.8,9.625,10,10,10,8,3.407089686393738,4.745402121543885,8.048704242706298,11.444201648235321
5,250,9.5,13.3,7.3,11.571428571428571,10,10,10,7,6.1636569738388065,8.619405889511109,14.34669291973114,20.48579011644636
