,i_y1,s_y1,r_y1,i_y2,s_y2,r_y2,i_z1,s_z1,r_z1,i_z2,s_z2,r_z2
0,10,True,0.2721676826477051,10,True,0.2721676826477051,5.0,True,0.24013042449951172,5.0,True,0.24013042449951172
1,10,True,0.19696307182312012,11,True,0.21704316139221191,9.0,True,0.452223539352417,10.0,True,0.5287063121795654
2,10,True,0.2027418613433838,10,True,0.2027418613433838,5.0,True,0.21191883087158203,5.0,True,0.21191883087158203
3,7,True,0.13435626029968262,7,True,0.13435626029968262,6.0,True,0.260120153427124,6.0,True,0.260120153427124
4,5,True,0.1258225440979004,15,True,0.32171201705932617,14.0,True,0.6943013668060303,22.0,True,1.167607307434082
5,8,True,0.1581745147705078,9,True,0.17790627479553223,7.0,True,0.3187739849090576,7.0,True,0.3187739849090576
6,7,True,0.15610957145690918,7,True,0.15610957145690918,7.0,True,0.33604884147644043,7.0,True,0.33604884147644043
7,13,True,0.24454951286315918,14,True,0.2636146545410156,9.0,True,0.4399387836456299,9.0,True,0.4399387836456299
8,7,True,0.1372370719909668,7,True,0.1372370719909668,3.0,True,0.14916491508483887,3.0,True,0.14916491508483887
9,8,True,0.15642905235290527,8,True,0.15642905235290527,20.0,True,0.967822790145874,20.0,True,0.967822790145874
10,6,True,0.12140178680419922,7,True,0.1422567367553711,8.0,True,0.37378859519958496,11.0,True,0.5269699096679688
11,12,True,0.23472094535827637,12,True,0.23472094535827637,5.0,True,0.22023987770080566,5.0,True,0.22023987770080566
12,9,True,0.17546463012695312,10,True,0.1956934928894043,7.0,True,0.31107592582702637,7.0,True,0.31107592582702637
13,9,True,0.17147517204284668,9,True,0.17147517204284668,6.0,True,0.2634708881378174,6.0,True,0.2634708881378174
14,8,True,0.15839529037475586,9,True,0.17831206321716309,8.0,True,0.3926372528076172,8.0,True,0.3926372528076172
15,10,True,0.19815874099731445,11,True,0.2179126739501953,6.0,True,0.35863590240478516,6.0,True,0.35863590240478516
16,9,True,0.20216822624206543,10,True,0.2210674285888672,8.0,True,0.35802698135375977,8.0,True,0.35802698135375977
17,7,True,0.13588976860046387,8,True,0.15454983711242676,,False,,,False,
18,6,True,0.11673235893249512,6,True,0.11673235893249512,,False,,,False,
