,i_y1,s_y1,r_y1,i_y2,s_y2,r_y2,i_z1,s_z1,r_z1,i_z2,s_z2,r_z2
0,18,True,16.430954933166504,32,True,29.48785090446472,,False,,,False,
1,15,True,15.027709722518921,16,True,15.97189450263977,23.0,True,55.54084753990173,,False,
2,19,True,18.577946186065674,26,True,25.65572762489319,35.0,True,85.96574544906616,,False,
3,14,True,13.391263961791992,16,True,15.230298042297363,,False,,,False,
4,19,True,15.862261772155762,23,True,19.17214584350586,,False,,,False,
5,18,True,14.58421802520752,19,True,15.385406017303467,12.0,True,26.727922201156616,,False,
6,17,True,15.254316091537476,18,True,16.172141075134277,14.0,True,33.27469062805176,,False,
7,17,True,16.40144109725952,18,True,17.322570085525513,40.0,True,102.44866991043091,,False,
8,20,True,18.61711359024048,21,True,19.55565071105957,15.0,True,33.06118059158325,,False,
9,18,True,15.531175374984741,19,True,16.378962516784668,21.0,True,47.976277351379395,,False,
10,24,True,23.432483196258545,51,True,49.045860290527344,18.0,True,43.55049800872803,,False,
11,13,True,12.398072481155396,22,True,21.358060598373413,39.0,True,95.67326474189758,,False,
12,17,True,15.795079946517944,36,True,33.03527760505676,,False,,,False,
13,14,True,14.036487340927124,18,True,17.948264598846436,15.0,True,34.73499345779419,,False,
14,38,True,37.92223238945007,47,True,47.399203300476074,16.0,True,39.409560203552246,,False,
15,11,True,10.857771873474121,12,True,11.846120834350586,13.0,True,31.19789695739746,,False,
16,15,True,14.447587728500366,21,True,20.295129537582397,12.0,True,28.1060848236084,,False,
17,14,True,13.887302160263062,23,True,22.868554830551147,,False,,,False,
18,26,True,25.322264909744263,27,True,26.43247389793396,,False,,,False,
19,21,True,20.971012830734253,21,True,20.971012830734253,17.0,True,38.920798778533936,,False,
20,20,True,19.560420036315918,32,True,31.474355459213257,,False,,,False,
21,13,True,11.551642417907715,36,True,31.98699688911438,11.0,True,27.415417671203613,,False,
22,13,True,11.9444739818573,14,True,12.861924886703491,,False,,,False,
23,20,True,18.159642457962036,29,True,26.657602548599243,,False,,,False,
24,17,True,14.6272132396698,21,True,18.291532516479492,15.0,True,34.07830500602722,,False,
25,19,True,16.364412307739258,22,True,18.97641158103943,,False,,,False,
26,11,True,9.68532395362854,17,True,14.762251615524292,,False,,,False,
27,18,True,18.610763549804688,20,True,20.633912563323975,11.0,True,25.557435750961304,,False,
28,35,True,34.25310254096985,37,True,36.20852470397949,14.0,True,31.72787833213806,,False,
29,19,True,17.645785808563232,25,True,23.425799131393433,21.0,True,52.533623933792114,,False,
30,23,True,21.99149799346924,27,True,25.79556369781494,16.0,True,36.98359155654907,,False,
31,15,True,13.565740585327148,18,True,16.250767946243286,19.0,True,44.86393880844116,,False,
32,24,True,20.63561201095581,32,True,27.424113750457764,21.0,True,49.73898673057556,,False,
33,12,True,11.553149700164795,17,True,16.166582345962524,10.0,True,22.029873847961426,,False,
34,12,True,11.433464288711548,20,True,19.343979358673096,22.0,True,49.34756684303284,,False,
35,14,True,13.48036241531372,15,True,14.399633407592773,21.0,True,52.460893869400024,,False,
36,13,True,12.396116495132446,20,True,18.940630197525024,27.0,True,71.7871880531311,,False,
