,x,i_y1,i_y2,i_z1,i_z2,s_y1,s_y2,s_z1,s_z2,r_y1,r_y2,r_z1,r_z2
0,2,2.0,2.0,1.0,1.1,10,10,10,10,0.00476987361907959,0.00476987361907959,0.0038793325424194337,0.0042180299758911135
1,50,9.3,9.5,7.7,7.888888888888889,10,10,10,9,0.263739013671875,0.26934452056884767,0.36430375576019286,0.3737641175587972
2,100,12.3,13.6,10.0,10.2,10,10,8,5,1.0599586248397828,1.1732327938079834,2.301670402288437,2.3051712989807127
3,150,13.1,16.3,12.222222222222221,10.0,10,10,9,1,2.6830023765563964,3.3384640216827393,7.801839563581678,6.1253180503845215
4,200,15.9,20.4,16.625,80.0,10,10,8,0,6.751104187965393,8.689497089385986,22.397169589996338,100.0
5,250,19.6,23.1,18.571428571428573,80.0,10,10,7,0,17.57584891319275,20.497884726524354,44.785923617226736,100.0
6,300,20.6,26.6,21.375,80.0,10,10,8,0,30.910073256492616,39.84460074901581,87.94729119539261,100.0
