,i_y1,s_y1,r_y1,i_y2,s_y2,r_y2,i_z1,s_z1,r_z1,i_z2,s_z2,r_z2
0,25,True,14.442315578460693,30,True,17.34903836250305,10.0,True,17.28863549232483,,False,
1,21,True,13.039007902145386,22,True,13.625610828399658,14.0,True,20.519140243530273,,False,
2,23,True,12.90407395362854,25,True,14.010148048400879,13.0,True,18.924240350723267,,False,
3,12,True,6.931132078170776,13,True,7.478816986083984,21.0,True,31.306836366653442,24.0,True,36.5482611656189
4,17,True,11.033472299575806,24,True,15.488958597183228,17.0,True,27.025115728378296,17.0,True,27.025115728378296
5,36,True,25.404850959777832,43,True,30.717440366744995,22.0,True,36.6873242855072,22.0,True,36.6873242855072
6,11,True,6.45013427734375,12,True,7.025756359100342,10.0,True,13.728175401687622,10.0,True,13.728175401687622
7,12,True,6.96845006942749,24,True,13.855147123336792,15.0,True,21.382641077041626,15.0,True,21.382641077041626
8,14,True,7.472844123840332,16,True,8.510495901107788,20.0,True,29.11479687690735,21.0,True,30.736659049987793
9,18,True,11.901074409484863,18,True,11.901074409484863,12.0,True,18.1342830657959,,False,
10,20,True,14.443036079406738,21,True,15.193470239639282,18.0,True,28.672842979431152,21.0,True,33.921987771987915
11,18,True,10.93816328048706,18,True,10.93816328048706,,False,,,False,
12,17,True,10.499437093734741,18,True,11.066219329833984,10.0,True,14.215471744537354,11.0,True,15.79314374923706
13,19,True,9.88529634475708,25,True,12.903963088989258,9.0,True,12.915671348571777,9.0,True,12.915671348571777
14,15,True,10.170215368270874,21,True,14.004455327987671,14.0,True,21.048527717590332,14.0,True,21.048527717590332
15,15,True,10.33816933631897,17,True,11.725037813186646,10.0,True,14.217000961303711,18.0,True,26.551828384399414
16,12,True,7.441520929336548,16,True,9.820704936981201,13.0,True,18.03444814682007,,False,
17,18,True,14.160250186920166,18,True,14.160250186920166,27.0,True,37.89802598953247,,False,
18,11,True,5.917405366897583,11,True,5.917405366897583,12.0,True,17.969274759292603,16.0,True,24.348286151885986
19,14,True,11.231034517288208,16,True,12.925138473510742,,False,,,False,
20,15,True,10.01767635345459,37,True,23.541361808776855,11.0,True,17.53233242034912,12.0,True,19.38351345062256
21,21,True,16.81900143623352,22,True,17.55732035636902,17.0,True,25.078959226608276,21.0,True,31.667094230651855
22,12,True,6.63185715675354,24,True,13.769277811050415,10.0,True,13.807415246963501,10.0,True,13.807415246963501
23,13,True,7.379830598831177,14,True,7.906368732452393,13.0,True,16.590765476226807,,False,
24,20,True,10.61387014389038,23,True,12.165623188018799,10.0,True,13.424525022506714,11.0,True,15.156697034835815
25,30,True,18.61012864112854,44,True,27.475114583969116,10.0,True,13.938523292541504,15.0,True,20.858986377716064
26,23,True,14.057132005691528,24,True,14.624782085418701,21.0,True,30.202661275863647,21.0,True,30.202661275863647
27,14,True,8.003347396850586,23,True,13.3300940990448,18.0,True,24.551666021347046,18.0,True,24.551666021347046
28,23,True,12.627555847167969,39,True,21.155753135681152,,False,,,False,
