,i_y1,s_y1,r_y1,i_y2,s_y2,r_y2,i_z1,s_z1,r_z1,i_z2,s_z2,r_z2
0,2,True,0.008298873901367188,2,True,0.008298873901367188,2,True,0.018538713455200195,2,True,0.018538713455200195
1,2,True,0.00773310661315918,2,True,0.00773310661315918,2,True,0.009253978729248047,2,True,0.009253978729248047
2,2,True,0.008057355880737305,2,True,0.008057355880737305,1,True,0.0038950443267822266,1,True,0.0038950443267822266
3,2,True,0.007871866226196289,2,True,0.007871866226196289,1,True,0.0038619041442871094,1,True,0.0038619041442871094
4,2,True,0.006271839141845703,2,True,0.006271839141845703,1,True,0.004083871841430664,1,True,0.004083871841430664
5,2,True,0.006508827209472656,2,True,0.006508827209472656,2,True,0.007416725158691406,2,True,0.007416725158691406
6,2,True,0.005328178405761719,2,True,0.005328178405761719,1,True,0.0052149295806884766,1,True,0.0052149295806884766
7,2,True,0.005176544189453125,2,True,0.005176544189453125,2,True,0.049927711486816406,2,True,0.049927711486816406
8,2,True,0.004999876022338867,2,True,0.004999876022338867,2,True,0.008266210556030273,2,True,0.008266210556030273
9,2,True,0.004086971282958984,2,True,0.004086971282958984,1,True,0.005209684371948242,1,True,0.005209684371948242
10,2,True,0.0050983428955078125,2,True,0.0050983428955078125,1,True,0.011640071868896484,1,True,0.011640071868896484
11,2,True,0.005913972854614258,2,True,0.005913972854614258,1,True,0.003704071044921875,1,True,0.003704071044921875
12,2,True,0.004858255386352539,2,True,0.004858255386352539,1,True,0.006443023681640625,1,True,0.006443023681640625
13,2,True,0.00475621223449707,2,True,0.00475621223449707,1,True,0.0046520233154296875,1,True,0.0046520233154296875
14,2,True,0.00449681282043457,2,True,0.00449681282043457,2,True,0.008435964584350586,2,True,0.008435964584350586
15,2,True,0.006134033203125,2,True,0.006134033203125,1,True,0.0036573410034179688,1,True,0.0036573410034179688
16,2,True,0.004445552825927734,2,True,0.004445552825927734,1,True,0.005185127258300781,1,True,0.005185127258300781
17,2,True,0.00429224967956543,2,True,0.00429224967956543,1,True,0.005180835723876953,1,True,0.005180835723876953
18,2,True,0.004337310791015625,2,True,0.004337310791015625,2,True,0.009207487106323242,2,True,0.009207487106323242
19,2,True,0.006997823715209961,2,True,0.006997823715209961,1,True,0.0037298202514648438,1,True,0.0037298202514648438
20,2,True,0.006077766418457031,2,True,0.006077766418457031,1,True,0.003912925720214844,1,True,0.003912925720214844
21,2,True,0.005951881408691406,2,True,0.005951881408691406,1,True,0.0036339759826660156,1,True,0.0036339759826660156
22,2,True,0.004416942596435547,2,True,0.004416942596435547,1,True,0.005612611770629883,1,True,0.005612611770629883
23,2,True,0.005487203598022461,2,True,0.005487203598022461,2,True,0.010060310363769531,2,True,0.010060310363769531
24,2,True,0.0046579837799072266,2,True,0.0046579837799072266,2,True,0.00807809829711914,2,True,0.00807809829711914
25,2,True,0.004045009613037109,2,True,0.004045009613037109,2,True,0.010396957397460938,2,True,0.010396957397460938
26,2,True,0.005662679672241211,2,True,0.005662679672241211,1,True,0.004225015640258789,1,True,0.004225015640258789
27,2,True,0.005812883377075195,2,True,0.005812883377075195,1,True,0.004266977310180664,1,True,0.004266977310180664
28,2,True,0.0058329105377197266,2,True,0.0058329105377197266,1,True,0.0040090084075927734,1,True,0.0040090084075927734
29,2,True,0.005087137222290039,2,True,0.005087137222290039,2,True,0.008939743041992188,2,True,0.008939743041992188
