,size,iteration_GFW_a1,iteration_GFW_e,iteration_EPM_a1,iteration_EPM_e,solved_GFW_a1,solved_GFW_e,solved_EPM_a1,solved_EPM_e,runningtime_GFW_a1,runningtime_GFW_e,runningtime_EPM_a1,runningtime_EPM_e
0,5,2.78,2.79,2.57,2.57,100,100,100,100,0.00642061710357666,0.00642061710357666,0.009958376884460449,0.009958376884460449
1,50,6.484848484848484,7.273684210526316,5.828282828282828,6.105263157894737,100,100,99,95,0.07311182551913792,0.07576728620027241,0.1390430758697818,0.14576803759524698
2,100,7.395833333333333,9.215384615384615,7.364583333333333,8.338461538461539,100,100,96,65,0.2383884241183599,0.25572157272925744,0.673491025964419,0.7587223089658297
3,150,7.944444444444445,10.0,7.644444444444445,9.035087719298245,100,100,90,57,0.8712104717890422,0.9056251216353032,1.6179217709435356,1.9160198621582567
4,200,8.851063829787234,11.488888888888889,8.297872340425531,11.0,100,100,94,45,2.346088873579147,2.400118695365058,3.447730543765616,4.559889396031697
5,250,8.833333333333334,12.238095238095237,8.854166666666666,10.571428571428571,100,100,96,42,4.922595051427682,5.494109159424191,5.823878392577171,7.004461827732268
6,300,9.053191489361701,12.617647058823529,9.106382978723405,11.0,100,100,94,34,9.253000992409726,9.329272143981036,8.878655593445961,10.764688702190623
