,size,iteration_GFW_a1,iteration_GFW_e,iteration_EPM_a1,iteration_EPM_e,solved_GFW_a1,solved_GFW_e,solved_EPM_a1,solved_EPM_e,runningtime_GFW_a1,runningtime_GFW_e,runningtime_EPM_a1,runningtime_EPM_e
0,5,2.87,2.91,2.12,2.12,100,100,100,100,0.01084200620651245,0.010977327823638916,0.018161332607269286,0.018161332607269286
1,50,8.641304347826088,9.241379310344827,8.01086956521739,8.080459770114942,100,100,92,87,0.09948056677113408,0.10149660329709108,0.2643900876459868,0.26781483080195284
2,100,11.684931506849315,12.612903225806452,11.698630136986301,11.580645161290322,100,100,73,31,0.4390144642085245,0.45681602724136844,1.4821252137014311,1.5102765175604052
3,150,14.59322033898305,16.74074074074074,13.423728813559322,14.37037037037037,100,100,59,27,1.476768069348093,1.666304800245497,3.6337432780508268,3.853665484322442
4,200,18.035087719298247,22.434782608695652,15.333333333333334,15.782608695652174,100,100,57,23,4.341643299972802,4.571744390155958,8.975697588502316,9.166363063065901
5,250,18.866666666666667,26.3125,16.893333333333334,18.125,100,100,75,32,9.707831576665242,10.389688029885292,17.18495120048523,18.226932987570763
6,300,19.542857142857144,22.48,19.228571428571428,21.96,100,100,70,25,15.638494358743941,16.09714468002319,25.5709737096514,29.214283142089844
