,x,i_y1,i_y2,r_y1,r_y2,s_y1,s_y2,i_z1,i_z2,r_z1,r_z2,s_z1,s_z2
0,2,1.99,2.0,0.004815051555633545,0.0048360109329223635,100,100,1.25,1.25,0.004988579750061035,0.004988579750061035,100,100
1,50,8.66,9.56,0.1649923849105835,0.18136224031448364,100,100,8.279569892473118,8.766666666666667,0.6632505950107369,0.7039684534072876,93,90
2,100,12.29,13.54,0.9897383379936219,1.0878948950767517,100,100,11.563829787234043,12.48235294117647,4.642592090241452,4.992154870313756,94,85
3,150,14.44,17.12,3.2811076760292055,3.887283487319946,100,100,14.795454545454545,16.515625,26.18938783082095,29.51348052918911,88,64
4,200,17.08,20.56,8.217439043521882,9.88146407365799,100,100,15.707865168539326,17.611940298507463,48.58159796307596,53.52822910849728,89,67
5,250,18.65,23.77,14.516169638633729,18.451935291290283,100,100,18.021505376344088,20.094594594594593,86.6682214326756,96.47654025941281,93,74
6,300,19.08,23.47,24.136079902648927,29.62652153015137,100,100,18.57777777777778,24.029411764705884,100.0,100.0,90,68
