,x,i_y1,i_y2,r_y1,r_y2,s_y1,s_y2,i_z1,i_z2,r_z1,r_z2,s_z1,s_z2
0,2,2.0,2.0,0.004487097263336182,0.004487097263336182,100,100,1.2,1.21,0.004602344036102295,0.0046391630172729495,100,100
1,50,9.41,10.02,0.267559974193573,0.2847150754928589,100,100,8.268817204301076,8.443181818181818,0.5937126503195814,0.6062437024983492,93,88
2,100,12.25,13.87,1.0093057608604432,1.1439398765563964,100,100,12.10126582278481,12.233333333333333,4.078882329071624,4.105922031402588,79,30
3,150,14.42,17.44,2.7621183228492736,3.336119589805603,100,100,13.894117647058824,11.5,20.79732454804813,16.198425233364105,85,4
4,200,16.15,19.76,6.4137242436409,7.840055248737335,100,100,16.734939759036145,27.0,45.94174796989165,69.63340663909912,83,1
5,250,18.45,22.93,15.431227884292603,19.230650475025175,100,100,16.972972972972972,80.0,69.01177770060463,100.0,74,0
6,300,19.24,23.53,25.68518770933151,31.46780422449112,100,100,20.486842105263158,80.0,100.0,100.0,76,0
