,x,i_y1,i_y2,i_z1,i_z2,s_y1,s_y2,s_z1,s_z2,r_y1,r_y2,r_z1,r_z2
0,2,2.0,2.0,1.2,1.21,100,100,100,100,0.004710311889648437,0.004710311889648437,0.004558005332946777,0.004595282077789306
1,50,9.41,10.02,8.268817204301076,8.443181818181818,100,100,93,88,0.27757116556167605,0.2951079297065735,0.4044710179810883,0.4150329205122861
2,100,12.25,13.87,12.075949367088608,12.193548387096774,100,100,79,31,1.1082107496261597,1.2533682131767272,2.8767815088923974,2.920259675671977
3,150,14.42,17.44,13.919540229885058,11.5,100,100,87,4,3.079543375968933,3.7199964928627014,9.564058235321921,7.337606370449066
4,200,16.15,19.76,16.804878048780488,80.0,100,100,82,0,7.022973823547363,8.590077311992646,23.39747332363594,100.0
5,250,18.45,22.93,16.73611111111111,80.0,100,100,72,0,17.305593178272247,21.563131113052368,43.53794891635577,100.0
6,300,19.24,23.53,20.586666666666666,80.0,100,100,75,0,30.795881025791168,37.86682585954666,87.7540592734019,100.0
