,x,i_y1,i_y2,r_y1,r_y2,s_y1,s_y2,i_z1,i_z2,r_z1,r_z2,s_z1,s_z2
0,2,2.0,2.0,0.004422533512115479,0.004422533512115479,100,100,1.3737373737373737,1.3737373737373737,0.005216986241966787,0.005216986241966787,99,99
1,50,6.47,7.32,0.19062135457992554,0.2157190465927124,100,100,5.84,6.105263157894737,0.3776774263381958,0.3941926855789988,100,95
2,100,7.35,9.14,0.6953549551963806,0.8658476543426513,100,100,7.371134020618556,8.357142857142858,2.219136385573554,2.4992228984832763,97,70
3,150,7.91,10.3,1.7829270386695861,2.324046220779419,100,100,7.891304347826087,9.147058823529411,9.804450864377229,11.16176559644587,92,34
4,200,8.79,11.48,4.137389686107635,5.409435961246491,100,100,8.25263157894737,11.4,17.536779228009674,24.691614866256714,95,10
5,250,8.85,12.17,7.31782820224762,10.03192717552185,100,100,8.968421052631578,14.0,35.27894811630249,60.40207415819168,95,4
6,300,9.14,12.91,12.328172833919526,17.341743414402007,100,100,9.181818181818182,80.0,55.247791995905864,100.0,99,0
