,size,iteration_GFW_a1,iteration_GFW_a1-std,iteration_GFW_e,iteration_GFW_e-std,iteration_EPM_a1,iteration_EPM_a1-std,iteration_EPM_e,iteration_EPM_e-std,iteration_COMB_a1,iteration_COMB_a1-std,iteration_COMB_e,iteration_COMB_e-std,solved_GFW_a1,solved_GFW_e,solved_EPM_a1,solved_EPM_e,solved_COMB_a1,solved_COMB_e,runningtime_GFW_a1,runningtime_GFW_a1-std,runningtime_GFW_e,runningtime_GFW_e-std,runningtime_EPM_a1,runningtime_EPM_a1-std,runningtime_EPM_e,runningtime_EPM_e-std,runningtime_COMB_a1,runningtime_COMB_a1-std,runningtime_COMB_e,runningtime_COMB_e-std
0,5x5,2.3,0.4830458915396481,2.4,0.5163977794943229,1.9,0.7378647873726217,1.9,0.7378647873726217,3.9,1.370320319406298,4.0,1.4907119849998598,10,10,10,10,10,10,0.0032076120376586916,0.0008500291432556805,0.0032603979110717774,0.0008517645540755866,0.0037020206451416015,0.0011844201655061297,0.0037020206451416015,0.0011844201655061297,0.0046530008316040036,0.001619594909593308,0.004764008522033692,0.001792893814261019
1,10x10,3.4,0.6992058987801015,3.4,0.6992058987801015,2.7,0.8232726023485643,2.7,0.8232726023485643,11.2,2.3944379994757328,11.2,2.3944379994757328,10,10,10,10,10,10,0.005467438697814941,0.002343416820270585,0.005467438697814941,0.002343416820270585,0.00730741024017334,0.0016749622920500648,0.00730741024017334,0.0016749622920500648,0.036818432807922366,0.012136905936443933,0.036818432807922366,0.012136905936443933
2,15x15,5.5,2.718251071716682,5.8,2.859681411936963,4.2,1.0327955589886442,4.2,1.0327955589886442,26.6,6.963396361610393,26.7,6.848357467305576,10,10,10,10,10,10,0.007290101051330567,0.002589957256199555,0.007550191879272461,0.0026589847112537006,0.012845063209533691,0.0031313091848546274,0.012845063209533691,0.0031313091848546274,0.17419402599334716,0.048500290307346317,0.1749650478363037,0.0477229091608092
3,20x20,5.6,0.9660917830792979,5.8,1.2292725943057194,5.2,2.0439612955674513,5.2,2.0439612955674513,34.9,10.332795684937674,35.3,9.922477289243629,10,10,10,10,10,10,0.0103043794631958,0.0033132628187621696,0.010506463050842286,0.003317750082608128,0.026858949661254884,0.015264869805030576,0.026858949661254884,0.015264869805030576,0.4505197763442993,0.16177542093891153,0.45602438449859617,0.15926015880674496
4,25x25,6.6,1.9550504398153583,6.9,1.791957340762081,5.7,1.5670212364724199,5.7,1.5670212364724199,58.6,11.749231653365449,59.5,11.900046685249228,10,10,10,10,10,10,0.013501667976379394,0.004360343101452854,0.013881039619445801,0.004095042560892567,0.03455016613006592,0.009861519596133659,0.03455016613006592,0.009861519596133659,1.107564640045166,0.2385569428301355,1.1287176609039307,0.23595411863476667
5,30x30,7.7,3.0568684048294337,7.8,2.936362072739366,5.7,1.702938636592639,6.1,2.1317702607092652,62.5,17.031017455089273,65.0,20.634383387389548,10,10,10,10,10,10,0.02106161117553711,0.00985664621248917,0.021208906173706056,0.009719288149358971,0.047243165969848636,0.013836742153445814,0.0504624605178833,0.017207141411243968,2.2858863353729246,0.6361048273150273,2.3616381168365477,0.6669042904508473
6,35x35,7.0,1.9436506316151,7.444444444444445,2.1278575558006176,6.7,2.0575065816014613,7.111111111111111,2.088327347690279,93.5,23.2390954117314,95.3,21.893936248295898,10,10,10,9,10,10,0.024968266487121582,0.007838390074240793,0.025669124391343858,0.008011592174355726,0.06975178718566895,0.021987856969324947,0.07400753762986925,0.02273756229115397,4.093999147415161,1.13533991157468,4.1837961912155155,1.0550875992990438
7,40x40,8.1,3.7549966711037173,8.444444444444445,4.0345728123034,6.8,1.751190071541827,6.666666666666667,1.224744871391589,107.9,27.866547049185048,110.2,25.758709422467387,10,10,10,9,10,10,0.031209540367126466,0.011259393766111788,0.032424343956841364,0.011756767984141414,0.16922106742858886,0.24744292791625772,0.1775934961107042,0.26632795791202646,5.543311333656311,1.7276082018699443,5.666888546943665,1.6578494557676142
8,45x45,8.9,5.743595467030115,9.4,5.399588461684423,8.4,3.2386554137309647,8.5,3.24037034920393,121.2,20.137306451239,125.9,25.295805537238326,10,10,10,10,10,10,0.04209268093109131,0.0202194556483182,0.04349937438964844,0.019195732195756234,0.1337754249572754,0.05165308605481846,0.13532631397247313,0.05159667975429346,8.425721049308777,1.5659783755541408,8.822653746604919,1.9790749232048717
9,50x50,8.75,3.24037034920393,10.4,4.219004621945795,10.125,1.6420805617960927,12.2,2.8635642126552736,149.1,38.509594764018075,151.2,38.022800177437404,10,10,8,5,10,10,0.05001235008239746,0.012210252322366215,0.05540761947631836,0.0148941665174361,0.1966668963432312,0.03584007084206493,0.23884754180908202,0.06356514628470046,13.661767673492431,3.7415816391221695,13.980431604385377,3.7067221935667236
