,size,utilitarian_GFW_e,egalitarian_GFW_e,nash_GFW_e,utilitarian_EPM_e,egalitarian_EPM_e,nash_EPM_e,utilitarian_COMB_e,egalitarian_COMB_e,nash_COMB_e
0,5x5,1.2515734331494788,0.38098096543604243,0.0006553932429263629,1.1633656096442568,0.3413899120295475,0.000680190687615007,1.2012707465442252,0.3715837901144651,0.0006961274542530923
1,10x10,1.5546804812064212,0.26677820471671143,5.408023638028504e-09,1.544632896711628,0.26526426304608874,6.134870776920415e-09,1.5591502529605896,0.2777343258166859,6.14435918137254e-09
2,15x15,1.8074498319752226,0.2593331766544936,3.692594522634786e-15,1.68293621909452,0.22724433411884365,3.690639702815641e-15,1.817471432883485,0.247179187899932,4.149259147902256e-15
3,20x20,1.7123381181158155,0.1858511969067553,2.4192798991987865e-23,1.6687985226068853,0.16677888347879977,4.214341198152311e-23,1.699811111338135,0.19445297017869462,3.7509880796016377e-23
4,25x25,1.8227717118976972,0.17368105604108636,1.678021314844148e-30,1.7516289332361588,0.15527426101020475,1.4841137604984274e-30,1.870514846263891,0.18417636674453192,1.6193568810965805e-30
5,30x30,1.9597609721828622,0.16033325366999426,4.2692001735929593e-38,1.9200120629391382,0.15449493929751998,7.08340911956325e-38,2.021591139770211,0.17428561084191468,8.737448410420261e-38
6,35x35,2.1593723678359695,0.16202191720998968,3.2961892698080835e-45,2.0961839248059335,0.1479231229764791,2.4954656982177184e-45,2.1802361762365745,0.1636704384545659,2.5405437409680693e-45
7,40x40,2.1154863576416787,0.14146527427469868,2.779920481422432e-53,2.006904353560684,0.12854702479288177,6.268667504934778e-53,2.067202886523254,0.13448682210041585,5.877959682623759e-53
8,45x45,2.12654662633486,0.11481841162918653,5.384431167231616e-63,2.031828606529456,0.11369251213155027,5.367712139083706e-63,2.0798434715300593,0.11724829959989239,7.156604990370041e-63
9,50x50,2.2139665481519737,0.12018189934309688,4.6738865045304655e-71,2.103965638582016,0.12372950887261973,6.173192806172216e-71,2.1620260549705006,0.12177917668507576,4.207609170770572e-71
10,55x55,2.175496462111274,0.11835547539358517,1.2854885074626903e-81,2.1323299442675574,0.10249101865240183,3.981836523657743e-81,2.1905449652696523,0.1130475503666626,2.286412328756893e-81
11,60x60,2.2011588597766276,0.10718206418432799,2.1526383418401947e-90,2.055551615160526,0.09636799568389438,1.1587502833857205e-91,2.253385074634624,0.11287282333822958,1.4062093150281284e-90
12,65x65,2.200300995056291,0.10700594081875844,3.1787300547951812e-102,2.1334995413883036,0.09924095752099937,3.6707536118316205e-101,2.1517003481513934,0.09604914147401883,3.0962171347122675e-101
13,70x70,2.164110109912365,0.09133461653690618,1.862076014090405e-112,2.1474272092369606,0.09827998326609845,1.423896861772613e-112,2.214128703109339,0.11092365203664688,2.8993793885216306e-112
14,75x75,2.215324037991803,0.0882699033958922,3.185894976013361e-123,2.15249082638269,0.09146406356459458,6.240684809615449e-122,2.213807312300427,0.09500625414792464,5.868417232434937e-122
15,80x80,2.25598954133869,0.09978337103856358,8.159661578045236e-133,2.1080850514158915,0.07708090128881592,1.745277575276694e-131,2.2181510737439045,0.08904250207542172,5.688294265852004e-131
