,size,iteration_GFW_a1,iteration_GFW_a1-std,iteration_GFW_e,iteration_GFW_e-std,iteration_EPM_a1,iteration_EPM_a1-std,iteration_EPM_e,iteration_EPM_e-std,iteration_COMB_a1,iteration_COMB_a1-std,iteration_COMB_e,iteration_COMB_e-std,solved_GFW_a1,solved_GFW_e,solved_EPM_a1,solved_EPM_e,solved_COMB_a1,solved_COMB_e,runningtime_GFW_a1,runningtime_GFW_a1-std,runningtime_GFW_e,runningtime_GFW_e-std,runningtime_EPM_a1,runningtime_EPM_a1-std,runningtime_EPM_e,runningtime_EPM_e-std,runningtime_COMB_a1,runningtime_COMB_a1-std,runningtime_COMB_e,runningtime_COMB_e-std
0,5x5,2.6,0.6992058987801003,2.6,0.6992058987801003,2.4,1.1737877907772676,2.4,1.1737877907772676,4.7,1.3374935098492584,4.7,1.3374935098492584,10,10,10,10,10,10,0.0031526565551757814,0.0007004285365251851,0.0031526565551757814,0.0007004285365251851,0.004097652435302734,0.0010785504305066108,0.004097652435302734,0.0010785504305066108,0.0057860612869262695,0.00170514356531442,0.0057860612869262695,0.00170514356531442
1,10x10,3.4,0.8432740427115681,3.4,0.8432740427115681,3.3,0.8232726023485651,3.3,0.8232726023485651,13.5,2.798809270624444,14.3,2.4517567397911035,10,10,10,10,10,10,0.006001091003417969,0.004643846493068826,0.006001091003417969,0.004643846493068826,0.008583378791809083,0.0024728485288770556,0.008583378791809083,0.0024728485288770556,0.03867812156677246,0.007680553060418584,0.04103410243988037,0.007658339338832506
2,15x15,3.9,0.9944289260117535,4.1,1.100504934614612,3.9,1.370320319406298,3.9,1.370320319406298,24.3,2.7507574714370233,24.3,2.7507574714370233,10,10,10,10,10,10,0.005866456031799317,0.001386433678553696,0.0060713768005371095,0.001403324343065899,0.011850833892822266,0.003464763889876024,0.011850833892822266,0.003464763889876024,0.14654767513275146,0.01711310753855097,0.14654767513275146,0.01711310753855097
3,20x20,5.4,1.5055453054181611,5.7,1.702938636592639,4.7,1.70293863659264,4.7,1.70293863659264,35.3,6.89685918854856,36.4,7.275529763071091,10,10,10,10,10,10,0.009803199768066406,0.002738504906242709,0.010332298278808594,0.003363362319757304,0.02365691661834717,0.010885578247555918,0.02365691661834717,0.010885578247555918,0.4060984134674072,0.0816185250378227,0.42005918025970457,0.08634385063635008
4,25x25,5.444444444444445,1.8782379449307745,5.666666666666667,1.9364916731037085,4.333333333333333,1.0,4.333333333333333,1.0,47.7,8.433399209228867,48.7,8.327331171776722,10,10,9,9,10,10,0.011282602945963541,0.0028428072877833468,0.011664231618245443,0.003187100934304837,0.026079893112182617,0.005560388421985502,0.026079893112182617,0.005560388421985502,0.7997361183166504,0.16488824767010377,0.8188203811645508,0.16200333376935663
5,30x30,5.5,1.4337208778404378,6.5,1.5811388300841898,4.7,1.4181364924121764,4.7,1.4181364924121764,62.1,15.765292399586016,63.5,16.721576214912012,10,10,10,10,10,10,0.056978583335876465,0.1263362875420736,0.05893549919128418,0.12567303974474728,0.03710541725158691,0.009843474295847747,0.03710541725158691,0.009843474295847747,1.7898123502731322,0.43300367592571914,1.8412094593048096,0.4639558646271266
6,35x35,5.1,1.1972189997378664,5.5,1.2692955176439846,5.4,0.9660917830792946,5.5,0.97182531580755,71.6,14.369721252998927,74.0,15.297058540778355,10,10,10,10,10,10,0.021948695182800293,0.005949658510692913,0.02298626899719238,0.005906809856642093,0.053873109817504886,0.01001041671490904,0.05490629673004151,0.009869616477708574,2.681324768066406,0.5809467580502184,2.811574625968933,0.6437946061902416
7,40x40,5.1,1.2866839377079204,7.3,2.3593784492248524,6.3,2.0027758514399743,6.5,2.1213203435596424,89.5,12.447668233225228,91.0,11.460075625114056,10,10,10,10,10,10,0.022656941413879396,0.003651333032992201,0.028432941436767577,0.006181985895374912,0.07663805484771728,0.02288521528645265,0.07908744812011718,0.024248171377097838,4.513874626159668,0.9253266497771094,4.662631344795227,0.89225017272121
8,45x45,7.2,1.8737959096740269,7.777777777777778,1.6414763002993502,5.4,2.0110804171997803,5.222222222222222,2.0480342879074174,105.9,15.566702355419453,108.5,14.554495296413865,10,10,10,9,10,10,0.03929405212402344,0.004959208376867983,0.04134482807583279,0.0041202463692028455,0.08663420677185059,0.03377816794708568,0.08355919520060222,0.03431047400950568,7.737905669212341,1.896465164601757,8.01029703617096,1.7618318114276703
9,50x50,7.7,3.1287200080686177,8.4,3.0258148581093907,6.2,1.7511900715418252,6.7,2.5407785333546,111.5,12.929294902146314,113.9,12.041133206176578,10,10,10,10,10,10,0.0468677282333374,0.012954421524039044,0.04952960014343262,0.012630236487147374,0.12537059783935547,0.036261666058598166,0.13499126434326172,0.04840258163908227,10.091858601570129,1.367416067207629,10.46827461719513,1.3863114362760542
