,size,iteration_GFW_a1,iteration_GFW_a1-std,iteration_GFW_e,iteration_GFW_e-std,iteration_EPM_a1,iteration_EPM_a1-std,iteration_EPM_e,iteration_EPM_e-std,solved_GFW_a1,solved_GFW_e,solved_EPM_a1,solved_EPM_e,runningtime_GFW_a1,runningtime_GFW_a1-std,runningtime_GFW_e,runningtime_GFW_e-std,runningtime_EPM_a1,runningtime_EPM_a1-std,runningtime_EPM_e,runningtime_EPM_e-std
0,5x5,2.43,0.5174724898753329,2.61,0.49020713000019805,1.61,0.6012613005301032,1.63,0.6301354672375672,100,100,100,100,0.01816436052322388,0.018961271581395694,0.01958796977996826,0.01923792854174532,0.007128019332885743,0.001883640095487315,0.007177886962890625,0.0019556274707471224
1,50x50,3.8255813953488373,0.8566948865208498,4.511904761904762,0.950510929429537,4.441860465116279,0.8346136994800532,4.4523809523809526,0.8559467653861343,100,100,86,84,0.07686093518900317,0.12531053890623306,0.07992396752039592,0.12062904177177723,0.1162845811178518,0.025339049400923692,0.1165197661944798,0.025772319533928997
2,100x100,4.911764705882353,0.893346786597338,5.8431372549019605,0.8802851587890789,5.661764705882353,1.2169241151441266,5.96078431372549,1.3850745007215393,100,100,68,51,0.15371498290230245,0.0215562103991831,0.16720236048978918,0.019431882296186517,0.5690903172773474,0.12430072335925502,0.6039583542767692,0.1370539685833724
3,150x150,6.116883116883117,1.1467806881374007,7.509433962264151,1.6827477701827913,6.3896103896103895,1.3094378480040092,6.283018867924528,1.291650084947488,100,100,77,53,0.36833943949117287,0.03961763916489442,0.40582012230495235,0.05352055791930757,1.478323134509,0.3092781217300334,1.452184222779184,0.3041203199406129
4,200x200,6.642857142857143,1.2710564171524457,8.090909090909092,1.4222261679238173,7.25,1.2540842366951563,7.363636363636363,1.4321788867443783,100,100,56,33,0.7457102707454136,0.06935392191252371,0.7997000867670233,0.08333725092517064,3.1363722000803267,0.5744117137155996,3.1834899295460093,0.6647036853247296
5,250x250,8.508771929824562,2.196773665251123,10.76,2.847220867208349,8.0,1.2535663410560174,8.28,1.3076696830622088,100,100,57,25,1.4383813791107714,0.15053101566978672,1.567117567062378,0.20039985438926927,5.568787415822347,0.8931857032800138,5.8097500991821285,0.8759264768599743
6,300x300,8.324324324324325,1.8661226971370557,9.794117647058824,2.3712854430469594,8.878378378378379,1.8203770699463255,9.5,2.018850558054651,99,99,75,35,2.2664713762901925,0.4537838860567501,2.382773483500761,0.6549875874965297,9.428264898222846,1.9926353078813652,9.846637852051678,1.9591285152785385
