,size,iteration_GFW_a1,iteration_GFW_a1-std,iteration_GFW_e,iteration_GFW_e-std,iteration_EPM_a1,iteration_EPM_a1-std,iteration_EPM_e,iteration_EPM_e-std,iteration_COMB_a1,iteration_COMB_a1-std,iteration_COMB_e,iteration_COMB_e-std,solved_GFW_a1,solved_GFW_e,solved_EPM_a1,solved_EPM_e,solved_COMB_a1,solved_COMB_e,runningtime_GFW_a1,runningtime_GFW_a1-std,runningtime_GFW_e,runningtime_GFW_e-std,runningtime_EPM_a1,runningtime_EPM_a1-std,runningtime_EPM_e,runningtime_EPM_e-std,runningtime_COMB_a1,runningtime_COMB_a1-std,runningtime_COMB_e,runningtime_COMB_e-std
0,3x3,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,1,1,1,1,1,1,0.43181371688842773,0.0,0.43181371688842773,0.0,0.009392738342285156,0.0,0.009392738342285156,0.0,0.0020380020141601562,0.0,0.0020380020141601562,0.0
1,4x4,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,3.0,0.0,1,1,1,1,1,1,0.002359151840209961,0.0,0.002359151840209961,0.0,0.0036170482635498047,0.0,0.0036170482635498047,0.0,0.3009357452392578,0.0,0.3021528720855713,0.0
2,5x5,3.0,0.0,3.0,0.0,2.0,0.0,2.0,0.0,3.0,0.0,3.0,0.0,1,1,1,1,1,1,0.002978801727294922,0.0,0.002978801727294922,0.0,0.004404783248901367,0.0,0.004404783248901367,0.0,0.0035369396209716797,0.0,0.0035369396209716797,0.0
3,6x6,4.0,0.0,4.0,0.0,2.0,0.0,2.0,0.0,4.0,0.0,4.0,0.0,1,1,1,1,1,1,0.0035331249237060547,0.0,0.0035331249237060547,0.0,0.0037131309509277344,0.0,0.0037131309509277344,0.0,0.004390239715576172,0.0,0.004390239715576172,0.0
4,7x7,2.0,0.0,2.0,0.0,3.0,0.0,3.0,0.0,7.0,0.0,7.0,0.0,1,1,1,1,1,1,0.002457141876220703,0.0,0.002457141876220703,0.0,0.005373477935791016,0.0,0.005373477935791016,0.0,0.010486364364624023,0.0,0.010486364364624023,0.0
5,8x8,3.0,0.0,3.0,0.0,4.0,0.0,4.0,0.0,6.0,0.0,6.0,0.0,1,1,1,1,1,1,0.003131389617919922,0.0,0.003131389617919922,0.0,0.006653547286987305,0.0,0.006653547286987305,0.0,1.0583198070526123,0.0,1.0583198070526123,0.0
6,9x9,6.0,0.0,6.0,0.0,2.0,0.0,2.0,0.0,7.0,0.0,7.0,0.0,1,1,1,1,1,1,0.005883455276489258,0.0,0.005883455276489258,0.0,0.004578351974487305,0.0,0.004578351974487305,0.0,0.025083541870117188,0.0,0.025083541870117188,0.0
7,10x10,6.0,0.0,6.0,0.0,3.0,0.0,3.0,0.0,11.0,0.0,11.0,0.0,1,1,1,1,1,1,0.007646322250366211,0.0,0.007646322250366211,0.0,0.00830531120300293,0.0,0.00830531120300293,0.0,0.030994653701782227,0.0,0.030994653701782227,0.0
8,11x11,7.0,0.0,7.0,0.0,4.0,0.0,4.0,0.0,16.0,0.0,18.0,0.0,1,1,1,1,1,1,0.007843255996704102,0.0,0.007843255996704102,0.0,0.009330511093139648,0.0,0.009330511093139648,0.0,0.05499768257141113,0.0,0.06100726127624512,0.0
9,12x12,6.0,0.0,6.0,0.0,3.0,0.0,3.0,0.0,12.0,0.0,13.0,0.0,1,1,1,1,1,1,0.006855964660644531,0.0,0.006855964660644531,0.0,0.007164955139160156,0.0,0.007164955139160156,0.0,0.04251289367675781,0.0,0.04564404487609863,0.0
10,13x13,3.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,12.0,0.0,12.0,0.0,1,1,1,1,1,1,0.004439830780029297,0.0,0.004439830780029297,0.0,0.009449958801269531,0.0,0.009449958801269531,0.0,0.06514811515808105,0.0,0.06514811515808105,0.0
11,14x14,4.0,0.0,4.0,0.0,3.0,0.0,3.0,0.0,16.0,0.0,16.0,0.0,1,1,1,1,1,1,0.005162239074707031,0.0,0.005162239074707031,0.0,0.009080886840820312,0.0,0.009080886840820312,0.0,0.08646106719970703,0.0,0.08646106719970703,0.0
12,15x15,3.0,0.0,3.0,0.0,4.0,0.0,4.0,0.0,27.0,0.0,27.0,0.0,1,1,1,1,1,1,0.004942893981933594,0.0,0.004942893981933594,0.0,0.012422800064086914,0.0,0.012422800064086914,0.0,0.15048861503601074,0.0,0.15048861503601074,0.0
13,16x16,4.0,0.0,5.0,0.0,4.0,0.0,4.0,0.0,26.0,0.0,26.0,0.0,1,1,1,1,1,1,0.005141019821166992,0.0,0.0066149234771728516,0.0,0.012713193893432617,0.0,0.012713193893432617,0.0,47.760011434555054,0.0,47.760011434555054,0.0
14,17x17,4.0,0.0,4.0,0.0,7.0,0.0,7.0,0.0,25.0,0.0,28.0,0.0,1,1,1,1,1,1,0.007395744323730469,0.0,0.007395744323730469,0.0,0.03466534614562988,0.0,0.03466534614562988,0.0,0.2121584415435791,0.0,0.2363138198852539,0.0
15,18x18,5.0,0.0,5.0,0.0,4.0,0.0,4.0,0.0,29.0,0.0,30.0,0.0,1,1,1,1,1,1,0.0071871280670166016,0.0,0.0071871280670166016,0.0,0.01500844955444336,0.0,0.01500844955444336,0.0,0.26987218856811523,0.0,0.2794342041015625,0.0
16,19x19,4.0,0.0,4.0,0.0,6.0,0.0,6.0,0.0,37.0,0.0,37.0,0.0,1,1,1,1,1,1,0.007634639739990234,0.0,0.007634639739990234,0.0,0.02293705940246582,0.0,0.02293705940246582,0.0,0.3836054801940918,0.0,0.3836054801940918,0.0
17,20x20,8.0,0.0,8.0,0.0,4.0,0.0,4.0,0.0,28.0,0.0,28.0,0.0,1,1,1,1,1,1,0.012971878051757812,0.0,0.012971878051757812,0.0,0.017611026763916016,0.0,0.017611026763916016,0.0,0.3495795726776123,0.0,0.3495795726776123,0.0
18,21x21,9.0,0.0,9.0,0.0,7.0,0.0,7.0,0.0,47.0,0.0,47.0,0.0,1,1,1,1,1,1,0.08352398872375488,0.0,0.08352398872375488,0.0,0.030323266983032227,0.0,0.030323266983032227,0.0,0.584622859954834,0.0,0.584622859954834,0.0
19,22x22,7.0,0.0,9.0,0.0,4.0,0.0,4.0,0.0,42.0,0.0,43.0,0.0,1,1,1,1,1,1,0.011705875396728516,0.0,0.013685941696166992,0.0,0.01978445053100586,0.0,0.01978445053100586,0.0,0.7201364040374756,0.0,0.7322402000427246,0.0
