,size,iteration_GFW_a1,iteration_GFW_a1-std,iteration_GFW_e,iteration_GFW_e-std,iteration_EPM_a1,iteration_EPM_a1-std,iteration_EPM_e,iteration_EPM_e-std,iteration_COMB_a1,iteration_COMB_a1-std,iteration_COMB_e,iteration_COMB_e-std,solved_GFW_a1,solved_GFW_e,solved_EPM_a1,solved_EPM_e,solved_COMB_a1,solved_COMB_e,runningtime_GFW_a1,runningtime_GFW_a1-std,runningtime_GFW_e,runningtime_GFW_e-std,runningtime_EPM_a1,runningtime_EPM_a1-std,runningtime_EPM_e,runningtime_EPM_e-std,runningtime_COMB_a1,runningtime_COMB_a1-std,runningtime_COMB_e,runningtime_COMB_e-std
0,5x5,2.6,0.6992058987801003,2.6,0.6992058987801003,2.2,0.918936583472681,2.2,0.918936583472681,4.0,1.3333333333333333,4.0,1.3333333333333333,10,10,10,10,10,10,0.006000781059265136,0.006544068587719197,0.006000781059265136,0.006544068587719197,0.00951087474822998,0.009704690504977855,0.00951087474822998,0.009704690504977855,0.0061103105545043945,0.002971535072679429,0.0061103105545043945,0.002971535072679429
1,10x10,4.2,0.7888106377466151,4.2,0.7888106377466151,2.6,0.8432740427115673,2.6,0.8432740427115673,10.5,2.4608038433722332,10.6,2.5033311140691468,10,10,10,10,10,10,0.00501866340637207,0.0014524665294498495,0.00501866340637207,0.0014524665294498495,0.006377482414245605,0.0016966223037305232,0.006377482414245605,0.0016966223037305232,0.029738903045654297,0.008073047384586616,0.030028796195983885,0.008177378253391574
2,15x15,4.9,1.2866839377079178,5.1,1.2866839377079204,3.6,1.07496769977314,3.7,1.1595018087284055,26.5,5.421151989096864,27.0,5.557777333511022,10,10,10,10,10,10,0.006887459754943847,0.0015759662108622377,0.0071021318435668945,0.0015655366610350674,0.011466670036315917,0.003088791153050812,0.011734843254089355,0.0034384857898242284,0.1685689926147461,0.04400829449303916,0.17194080352783203,0.04486118780126838
3,20x20,5.8,1.8135294011647265,6.0,2.0,5.5,2.173067468400883,5.5,2.173067468400883,32.3,9.165757530674219,33.9,10.619165064479722,10,10,10,10,10,10,0.009119415283203125,0.0019266438277925526,0.009313702583312988,0.0020826922397135616,0.02969653606414795,0.02303791615561748,0.02969653606414795,0.02303791615561748,0.40672979354858396,0.1469530853439262,0.4241752862930298,0.16798018621246952
4,25x25,6.3,1.1595018087284068,6.4,1.1737877907772662,5.2,1.9888578520235054,5.2,1.9888578520235054,54.8,6.051629716218803,56.5,6.2048368229954285,10,10,10,10,10,10,0.012668228149414063,0.002601790035859913,0.012793517112731934,0.002588506384720125,0.0397721529006958,0.021250337662437883,0.0397721529006958,0.021250337662437883,1.0340857028961181,0.11241870870843723,1.0665847539901734,0.13169851375956357
5,30x30,7.111111111111111,3.179797338056486,7.555555555555555,3.166666666666668,5.222222222222222,1.4813657362192643,5.222222222222222,1.4813657362192643,61.1,16.927623709323306,61.7,17.204973441162615,10,10,9,9,10,10,0.018850300047132704,0.005894069158082131,0.01988779173956977,0.00650696814814446,0.040582365459865995,0.01257327794378106,0.040582365459865995,0.01257327794378106,1.8644644975662232,0.4585807959624163,1.893552565574646,0.46586043083664735
