,size,iteration_GFW_a1,iteration_GFW_a1-std,iteration_GFW_e,iteration_GFW_e-std,iteration_EPM_a1,iteration_EPM_a1-std,iteration_EPM_e,iteration_EPM_e-std,iteration_COMB_a1,iteration_COMB_a1-std,iteration_COMB_e,iteration_COMB_e-std,solved_GFW_a1,solved_GFW_e,solved_EPM_a1,solved_EPM_e,solved_COMB_a1,solved_COMB_e,runningtime_GFW_a1,runningtime_GFW_a1-std,runningtime_GFW_e,runningtime_GFW_e-std,runningtime_EPM_a1,runningtime_EPM_a1-std,runningtime_EPM_e,runningtime_EPM_e-std,runningtime_COMB_a1,runningtime_COMB_a1-std,runningtime_COMB_e,runningtime_COMB_e-std
0,3x3,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1,1,1,1,1,1,0.020404338836669922,0.0,0.020404338836669922,0.0,0.007485866546630859,0.0,0.007485866546630859,0.0,0.001001119613647461,0.0,0.001001119613647461,0.0
1,4x4,2.0,0.0,2.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,1,1,1,1,1,1,0.0035619735717773438,0.0,0.0035619735717773438,0.0,0.0040891170501708984,0.0,0.0040891170501708984,0.0,0.5929222106933594,0.0,0.5929222106933594,0.0
2,5x5,3.0,0.0,3.0,0.0,2.0,0.0,2.0,0.0,5.0,0.0,5.0,0.0,1,1,1,1,1,1,0.0031311511993408203,0.0,0.0031311511993408203,0.0,0.004261016845703125,0.0,0.004261016845703125,0.0,0.0068149566650390625,0.0,0.0068149566650390625,0.0
3,6x6,3.0,0.0,3.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,1,1,1,1,1,1,0.004057884216308594,0.0,0.004057884216308594,0.0,0.004332780838012695,0.0,0.004332780838012695,0.0,0.003542661666870117,0.0,0.003542661666870117,0.0
4,7x7,3.0,0.0,3.0,0.0,2.0,0.0,2.0,0.0,3.0,0.0,3.0,0.0,1,1,1,1,1,1,0.0030431747436523438,0.0,0.0030431747436523438,0.0,0.0039000511169433594,0.0,0.0039000511169433594,0.0,0.004402875900268555,0.0,0.004402875900268555,0.0
5,8x8,3.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,6.0,0.0,7.0,0.0,1,1,1,1,1,1,0.0039958953857421875,0.0,0.0039958953857421875,0.0,0.006050825119018555,0.0,0.006050825119018555,0.0,2.888434648513794,0.0,2.890894651412964,0.0
6,9x9,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,8.0,0.0,8.0,0.0,1,1,1,1,1,1,0.0043201446533203125,0.0,0.0043201446533203125,0.0,0.00860142707824707,0.0,0.00860142707824707,0.0,0.01847672462463379,0.0,0.01847672462463379,0.0
7,10x10,3.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,8.0,0.0,9.0,0.0,1,1,1,1,1,1,0.003588438034057617,0.0,0.003588438034057617,0.0,0.006860494613647461,0.0,0.006860494613647461,0.0,0.022478580474853516,0.0,0.025309324264526367,0.0
8,11x11,5.0,0.0,5.0,0.0,3.0,0.0,3.0,0.0,6.0,0.0,6.0,0.0,1,1,1,1,1,1,0.005566120147705078,0.0,0.005566120147705078,0.0,0.00691676139831543,0.0,0.00691676139831543,0.0,0.019613027572631836,0.0,0.019613027572631836,0.0
9,12x12,4.0,0.0,4.0,0.0,5.0,0.0,5.0,0.0,10.0,0.0,10.0,0.0,1,1,1,1,1,1,0.0043506622314453125,0.0,0.0043506622314453125,0.0,0.012936830520629883,0.0,0.012936830520629883,0.0,0.033863067626953125,0.0,0.033863067626953125,0.0
10,13x13,4.0,0.0,4.0,0.0,2.0,0.0,2.0,0.0,9.0,0.0,9.0,0.0,1,1,1,1,1,1,0.004511117935180664,0.0,0.004511117935180664,0.0,0.005436897277832031,0.0,0.005436897277832031,0.0,0.04085040092468262,0.0,0.04085040092468262,0.0
11,14x14,3.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,7.0,0.0,7.0,0.0,1,1,1,1,1,1,0.004181385040283203,0.0,0.004181385040283203,0.0,0.008793115615844727,0.0,0.008793115615844727,0.0,0.0404510498046875,0.0,0.0404510498046875,0.0
12,15x15,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,10.0,0.0,10.0,0.0,1,1,1,1,1,1,0.005289554595947266,0.0,0.005289554595947266,0.0,0.011717557907104492,0.0,0.011717557907104492,0.0,0.05813908576965332,0.0,0.05813908576965332,0.0
13,16x16,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,13.0,0.0,13.0,0.0,1,1,1,1,1,1,0.0036110877990722656,0.0,0.0036110877990722656,0.0,0.007311820983886719,0.0,0.007311820983886719,0.0,32.30334234237671,0.0,32.30334234237671,0.0
14,17x17,3.0,0.0,3.0,0.0,5.0,0.0,5.0,0.0,7.0,0.0,7.0,0.0,1,1,1,1,1,1,0.006720542907714844,0.0,0.006720542907714844,0.0,0.02073383331298828,0.0,0.02073383331298828,0.0,0.05196118354797363,0.0,0.05196118354797363,0.0
15,18x18,3.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,,,,,1,1,1,1,0,0,0.004719972610473633,0.0,0.004719972610473633,0.0,0.011898040771484375,0.0,0.011898040771484375,0.0,,,,
16,19x19,3.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,8.0,0.0,10.0,0.0,1,1,1,1,1,1,0.005084037780761719,0.0,0.005084037780761719,0.0,0.014013290405273438,0.0,0.014013290405273438,0.0,0.08368206024169922,0.0,0.10136222839355469,0.0
17,20x20,4.0,0.0,4.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,1,1,1,1,1,1,0.006721973419189453,0.0,0.006721973419189453,0.0,0.014136075973510742,0.0,0.014136075973510742,0.0,0.04362797737121582,0.0,0.04362797737121582,0.0
18,21x21,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,9.0,0.0,9.0,0.0,1,1,1,1,1,1,0.008561849594116211,0.0,0.008561849594116211,0.0,0.022650718688964844,0.0,0.022650718688964844,0.0,0.09793424606323242,0.0,0.09793424606323242,0.0
19,22x22,3.0,0.0,3.0,0.0,2.0,0.0,2.0,0.0,5.0,0.0,5.0,0.0,1,1,1,1,1,1,0.007176876068115234,0.0,0.007176876068115234,0.0,0.06988811492919922,0.0,0.06988811492919922,0.0,0.08329200744628906,0.0,0.08329200744628906,0.0
20,23x23,4.0,0.0,4.0,0.0,3.0,0.0,3.0,0.0,12.0,0.0,12.0,0.0,1,1,1,1,1,1,0.008167505264282227,0.0,0.008167505264282227,0.0,0.015515327453613281,0.0,0.015515327453613281,0.0,0.18090128898620605,0.0,0.18090128898620605,0.0
