,size,iteration_GFW_a1,iteration_GFW_a1-std,iteration_GFW_e,iteration_GFW_e-std,iteration_EPM_a1,iteration_EPM_a1-std,iteration_EPM_e,iteration_EPM_e-std,iteration_COMB_a1,iteration_COMB_a1-std,iteration_COMB_e,iteration_COMB_e-std,solved_GFW_a1,solved_GFW_e,solved_EPM_a1,solved_EPM_e,solved_COMB_a1,solved_COMB_e,runningtime_GFW_a1,runningtime_GFW_a1-std,runningtime_GFW_e,runningtime_GFW_e-std,runningtime_EPM_a1,runningtime_EPM_a1-std,runningtime_EPM_e,runningtime_EPM_e-std,runningtime_COMB_a1,runningtime_COMB_a1-std,runningtime_COMB_e,runningtime_COMB_e-std
0,5x5,2.3,0.4830458915396481,2.4,0.5163977794943229,1.9,0.7378647873726217,1.9,0.7378647873726217,3.9,1.370320319406298,4.0,1.4907119849998598,10,10,10,10,10,10,0.005274534225463867,0.0067873741153267496,0.005326032638549805,0.0067643913932286205,0.0041454553604125975,0.002639901684179126,0.0041454553604125975,0.002639901684179126,0.004714584350585938,0.0016385236829305804,0.004824995994567871,0.0018075721420782779
1,10x10,3.4,0.6992058987801015,3.4,0.6992058987801015,2.7,0.8232726023485643,2.7,0.8232726023485643,11.2,2.3944379994757328,11.2,2.3944379994757328,10,10,10,10,10,10,0.0037868976593017577,0.0005449080627125391,0.0037868976593017577,0.0005449080627125391,0.005960583686828613,0.0013723757528833304,0.005960583686828613,0.0013723757528833304,0.031923651695251465,0.007626322886455078,0.031923651695251465,0.007626322886455078
2,15x15,5.5,2.718251071716682,5.8,2.859681411936963,4.2,1.0327955589886442,4.2,1.0327955589886442,26.6,6.963396361610393,26.7,6.848357467305576,10,10,10,10,10,10,0.007737421989440918,0.00365841100102036,0.007985496520996093,0.0036879026047642437,0.01662147045135498,0.011407393205556433,0.01662147045135498,0.011407393205556433,0.17589113712310792,0.04379925299449688,0.17687253952026366,0.043505715111906866
3,20x20,5.6,0.9660917830792979,5.8,1.2292725943057194,5.2,2.0439612955674513,5.2,2.0439612955674513,34.9,10.332795684937674,35.3,9.922477289243629,10,10,10,10,10,10,0.009480786323547364,0.0014894587191981645,0.00969078540802002,0.0016342396570191787,0.02281613349914551,0.007362644680320149,0.02281613349914551,0.007362644680320149,0.46350224018096925,0.14281269742314226,0.46804251670837405,0.13746467262865067
4,25x25,6.6,1.9550504398153583,6.9,1.791957340762081,5.7,1.5670212364724199,5.7,1.5670212364724199,58.6,11.749231653365449,59.5,11.900046685249228,10,10,10,10,10,10,0.01483933925628662,0.0032647386982524885,0.015455222129821778,0.002875320853518115,0.034154510498046874,0.008294775632300369,0.034154510498046874,0.008294775632300369,1.098029088973999,0.24720093322501574,1.119236660003662,0.24517888984647784
5,30x30,7.7,3.0568684048294337,7.8,2.936362072739366,5.7,1.702938636592639,6.1,2.1317702607092652,62.5,17.031017455089273,65.0,20.634383387389548,10,10,10,10,10,10,0.03427705764770508,0.031076445473930833,0.034458160400390625,0.030947596412469153,0.056226158142089845,0.0356488208171531,0.05957620143890381,0.03625540319580228,2.2970099687576293,0.6474764740111221,2.373143529891968,0.6790758102687916
6,35x35,7.0,1.9436506316151,7.444444444444445,2.1278575558006176,6.7,2.0575065816014613,7.111111111111111,2.088327347690279,93.5,23.2390954117314,95.3,21.893936248295898,10,10,10,9,10,10,0.030550122261047363,0.00738845561857165,0.030940850575764973,0.006423432549351312,0.08031773567199707,0.04337873107437935,0.08593636088901097,0.04397468446724578,4.022534799575806,1.0714136567080927,4.110432720184326,0.9919704384122752
7,40x40,8.1,3.7549966711037173,8.444444444444445,4.0345728123034,6.8,1.751190071541827,6.666666666666667,1.224744871391589,107.9,27.866547049185048,110.2,25.758709422467387,10,10,10,9,10,10,0.035778141021728514,0.01197946762300287,0.03594024976094564,0.012845192637191326,0.11478407382965088,0.06382493750090741,0.11645595232645671,0.06534091083667606,5.663752460479737,1.677971964584673,5.788043713569641,1.596178699043353
8,45x45,8.9,5.743595467030115,9.4,5.399588461684423,8.4,3.2386554137309647,8.5,3.24037034920393,121.2,20.137306451239,125.9,25.295805537238326,10,10,10,10,10,10,0.04511728286743164,0.02048092659138205,0.04684162139892578,0.01941219218364518,0.157704758644104,0.08193431429993091,0.15928246974945068,0.08144134345290917,8.512438321113587,1.588605987818966,8.908865547180175,2.0045307757104895
9,50x50,8.75,3.24037034920393,10.4,4.219004621945795,10.125,1.6420805617960927,12.2,2.8635642126552736,149.1,38.509594764018075,151.2,38.022800177437404,10,10,8,5,10,10,0.05661001801490784,0.009735539543404557,0.062059783935546876,0.011272140562892259,0.2141478955745697,0.04221819030057237,0.26439990997314455,0.05289058670775517,13.74109172821045,3.940654996765367,14.062843799591064,3.904910633615877
