,size,iteration_GFW_a1,iteration_GFW_a1-std,iteration_GFW_e,iteration_GFW_e-std,iteration_EPM_a1,iteration_EPM_a1-std,iteration_EPM_e,iteration_EPM_e-std,iteration_COMB_a1,iteration_COMB_a1-std,iteration_COMB_e,iteration_COMB_e-std,solved_GFW_a1,solved_GFW_e,solved_EPM_a1,solved_EPM_e,solved_COMB_a1,solved_COMB_e,runningtime_GFW_a1,runningtime_GFW_a1-std,runningtime_GFW_e,runningtime_GFW_e-std,runningtime_EPM_a1,runningtime_EPM_a1-std,runningtime_EPM_e,runningtime_EPM_e-std,runningtime_COMB_a1,runningtime_COMB_a1-std,runningtime_COMB_e,runningtime_COMB_e-std
0,5x5,2.6,0.9660917830792954,2.6,0.9660917830792954,1.9,1.1972189997378646,1.9,1.1972189997378646,3.3,1.0593499054713806,3.4,1.1737877907772676,10,10,10,10,10,10,0.0047903299331665036,0.006545008733449812,0.0047903299331665036,0.006545008733449812,0.0039127588272094725,0.002192311028309865,0.0039127588272094725,0.002192311028309865,0.0038419485092163084,0.001203623914427924,0.00395965576171875,0.0013594056711819346
1,10x10,3.0,0.6666666666666666,3.0,0.6666666666666666,2.9,0.9944289260117535,2.9,0.9944289260117535,7.111111111111111,2.315407331574968,7.222222222222222,2.3863035105460586,10,10,10,10,9,9,0.003939604759216309,0.0007440841748214049,0.003939604759216309,0.0007440841748214049,0.00679781436920166,0.0018613810257600413,0.00679781436920166,0.0018613810257600413,0.019129276275634766,0.005745377167941663,0.01941484875149197,0.005924977859753713
2,15x15,3.4,1.264911064067352,3.4,1.264911064067352,2.4,0.6992058987801015,2.4,0.6992058987801015,6.5,2.273030282830976,6.5,2.273030282830976,10,10,10,10,10,10,0.005358600616455078,0.0015423341891643888,0.005358600616455078,0.0015423341891643888,0.008024144172668456,0.0024462945742473002,0.008024144172668456,0.0024462945742473002,0.0394777774810791,0.013783219310295323,0.0394777774810791,0.013783219310295323
3,20x20,4.2,1.2292725943057181,4.2,1.2292725943057181,4.1,1.2866839377079191,4.1,1.2866839377079191,11.1,7.694875639743057,11.1,7.694875639743057,10,10,10,10,10,10,0.007105445861816407,0.0015536111848401411,0.007105445861816407,0.0015536111848401411,0.017066192626953126,0.004709464923885538,0.017066192626953126,0.004709464923885538,0.12510850429534912,0.08905913152319589,0.12510850429534912,0.08905913152319589
4,25x25,2.7,1.05934990547138,2.7,1.05934990547138,2.8,1.3165611772087669,2.8,1.3165611772087669,4.555555555555555,4.034572812303401,4.555555555555555,4.034572812303401,10,10,10,10,9,9,0.007294106483459473,0.0014665825925823225,0.007294106483459473,0.0014665825925823225,0.01732923984527588,0.006937967271134637,0.01732923984527588,0.006937967271134637,0.08312752511766222,0.07771543768060622,0.08312752511766222,0.07771543768060622
5,30x30,3.0,0.9428090415820634,3.0,0.9428090415820634,2.4,0.8432740427115681,2.4,0.8432740427115681,3.8,4.147288270665544,3.8,4.147288270665544,10,10,10,10,5,5,0.010786676406860351,0.0024303301866755765,0.010786676406860351,0.0024303301866755765,0.019498109817504883,0.005870146412841756,0.019498109817504883,0.005870146412841756,0.10121517181396485,0.11328961758758851,0.10121517181396485,0.11328961758758851
6,35x35,2.3,0.8232726023485647,2.3,0.8232726023485647,2.3,0.6749485577105531,2.3,0.6749485577105531,1.7142857142857142,1.889822365046136,1.8571428571428572,1.9518001458970664,10,10,10,10,7,7,0.018280959129333495,0.020774261452294464,0.018280959129333495,0.020774261452294464,0.023784375190734862,0.006287535767269383,0.023784375190734862,0.006287535767269383,0.05783769062587193,0.06125992562955171,0.06185882432120187,0.06337024769041134
7,40x40,2.3,0.4830458915396481,2.3,0.4830458915396481,1.6,0.5163977794943221,1.6,0.5163977794943221,0.625,0.9161253813129043,0.625,0.9161253813129043,10,10,10,10,8,8,0.014441609382629395,0.00238537304311809,0.014441609382629395,0.00238537304311809,0.02082059383392334,0.0049240796804802195,0.02082059383392334,0.0049240796804802195,0.021448493003845215,0.031682240798492724,0.021448493003845215,0.031682240798492724
8,45x45,2.4,1.07496769977314,2.4,1.07496769977314,1.6,0.8432740427115677,1.6,0.8432740427115677,0.5,0.8498365855987975,0.7,1.2516655570345725,10,10,10,10,10,10,0.019269442558288573,0.003622682972717527,0.019269442558288573,0.003622682972717527,0.025939106941223145,0.012843203366223733,0.025939106941223145,0.012843203366223733,0.02371194362640381,0.039885694569322616,0.0353165864944458,0.06309813342318084
9,50x50,2.2,0.7888106377466151,2.2,0.7888106377466151,1.2,0.42163702135578407,1.2,0.42163702135578407,0.3,0.6749485577105528,0.3,0.6749485577105528,10,10,10,10,10,10,0.023203229904174803,0.002999534038101215,0.023203229904174803,0.002999534038101215,0.025974011421203612,0.006283029384639772,0.025974011421203612,0.006283029384639772,0.016745710372924806,0.0380040077281353,0.016745710372924806,0.0380040077281353
10,55x55,1.7,0.6749485577105531,1.7,0.6749485577105531,1.2,0.42163702135578407,1.2,0.42163702135578407,0.2,0.4216370213557839,0.2,0.4216370213557839,10,10,10,10,10,10,0.024992036819458007,0.002495784629981009,0.024992036819458007,0.002495784629981009,0.02786555290222168,0.008903885189933463,0.02786555290222168,0.008903885189933463,0.015528392791748048,0.03273701216278552,0.015528392791748048,0.03273701216278552
11,60x60,1.4,0.5163977794943224,1.4,0.5163977794943224,1.1,0.31622776601683766,1.1,0.31622776601683766,0.1,0.31622776601683794,0.1,0.31622776601683794,10,10,10,10,10,10,0.02912437915802002,0.003891608907968465,0.02912437915802002,0.003891608907968465,0.030492019653320313,0.008675763658211792,0.030492019653320313,0.008675763658211792,0.00958712100982666,0.03031713859470576,0.00958712100982666,0.03031713859470576
12,65x65,1.6,0.6992058987801009,1.6,0.6992058987801009,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10,10,10,10,10,10,0.03564772605895996,0.003968339797312346,0.03564772605895996,0.003968339797312346,0.034973883628845216,0.0036807804572817518,0.034973883628845216,0.0036807804572817518,0.0,0.0,0.0,0.0
13,70x70,1.2,0.42163702135578407,1.2,0.42163702135578407,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10,10,10,10,10,10,0.04044654369354248,0.0030394773259202756,0.04044654369354248,0.0030394773259202756,0.04141037464141846,0.018857764919220293,0.04141037464141846,0.018857764919220293,0.0,0.0,0.0,0.0
14,75x75,1.3,0.6749485577105527,1.3,0.6749485577105527,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10,10,10,10,10,10,0.03337574005126953,0.007092622643313608,0.03337574005126953,0.007092622643313608,0.041930127143859866,0.0070481701884541606,0.041930127143859866,0.0070481701884541606,0.0,0.0,0.0,0.0
15,80x80,1.1,0.31622776601683766,1.1,0.31622776601683766,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10,10,10,10,10,10,0.036845946311950685,0.003807091409696165,0.036845946311950685,0.003807091409696165,0.04744861125946045,0.007815529319060115,0.04744861125946045,0.007815529319060115,0.0,0.0,0.0,0.0
