,size,iteration_GFW_a1,iteration_GFW_a1-std,iteration_GFW_e,iteration_GFW_e-std,iteration_EPM_a1,iteration_EPM_a1-std,iteration_EPM_e,iteration_EPM_e-std,iteration_COMB_a1,iteration_COMB_a1-std,iteration_COMB_e,iteration_COMB_e-std,solved_GFW_a1,solved_GFW_e,solved_EPM_a1,solved_EPM_e,solved_COMB_a1,solved_COMB_e,runningtime_GFW_a1,runningtime_GFW_a1-std,runningtime_GFW_e,runningtime_GFW_e-std,runningtime_EPM_a1,runningtime_EPM_a1-std,runningtime_EPM_e,runningtime_EPM_e-std,runningtime_COMB_a1,runningtime_COMB_a1-std,runningtime_COMB_e,runningtime_COMB_e-std
0,5x5,2.6,0.6992058987801003,2.6,0.6992058987801003,2.2,0.918936583472681,2.2,0.918936583472681,4.0,1.3333333333333333,4.0,1.3333333333333333,10,10,10,10,10,10,0.00313112735748291,0.0007557217389870671,0.00313112735748291,0.0007557217389870671,0.003934264183044434,0.0008594803327512492,0.003934264183044434,0.0008594803327512492,0.005037260055541992,0.0016769821306001154,0.005037260055541992,0.0016769821306001154
1,10x10,4.2,0.7888106377466151,4.2,0.7888106377466151,2.6,0.8432740427115673,2.6,0.8432740427115673,10.5,2.4608038433722332,10.6,2.5033311140691468,10,10,10,10,10,10,0.005455803871154785,0.0011179043703754752,0.005455803871154785,0.0011179043703754752,0.007025671005249023,0.0018969242377895564,0.007025671005249023,0.0018969242377895564,0.03251810073852539,0.009079727881415587,0.03283810615539551,0.009016120814922148
2,15x15,4.9,1.2866839377079178,5.1,1.2866839377079204,3.6,1.07496769977314,3.7,1.1595018087284055,26.5,5.421151989096864,27.0,5.557777333511022,10,10,10,10,10,10,0.00650637149810791,0.0015644010364689778,0.006708168983459472,0.001591010846134629,0.011616253852844238,0.0032406093261051956,0.011903953552246094,0.0035134410505254124,0.17150096893310546,0.04333727414954314,0.17472469806671143,0.043524493876063115
3,20x20,5.8,1.8135294011647265,6.0,2.0,5.5,2.173067468400883,5.5,2.173067468400883,32.3,9.165757530674219,33.9,10.619165064479722,10,10,10,10,10,10,0.011328649520874024,0.004023009242886586,0.011518740653991699,0.004006249219646852,0.02694680690765381,0.011297592101823493,0.02694680690765381,0.011297592101823493,0.4187317371368408,0.13532043172601735,0.4367685317993164,0.16426070498495474
4,25x25,6.3,1.1595018087284068,6.4,1.1737877907772662,5.2,1.9888578520235054,5.2,1.9888578520235054,54.8,6.051629716218803,56.5,6.2048368229954285,10,10,10,10,10,10,0.012568068504333497,0.001774419738793917,0.01268627643585205,0.0018269693934889301,0.03151791095733643,0.012062644049499223,0.03151791095733643,0.012062644049499223,1.0183996200561523,0.10075403193104086,1.0502866506576538,0.10764478832479485
5,30x30,7.111111111111111,3.179797338056486,7.555555555555555,3.166666666666668,5.222222222222222,1.4813657362192643,5.222222222222222,1.4813657362192643,61.1,16.927623709323306,61.7,17.204973441162615,10,10,9,9,10,10,0.01989369922214084,0.007110130353150635,0.020755343967013888,0.0072152670605441635,0.041918940014309354,0.012226478629325941,0.041918940014309354,0.012226478629325941,1.8841776371002197,0.4738618172883193,1.9131725072860717,0.4803219402464324
6,35x35,7.444444444444445,2.006932429798716,7.875,2.2320714274285347,6.777777777777778,2.1666666666666665,6.375,1.407885953173359,86.4,17.18655805499685,87.7,16.472536065962746,10,10,9,8,10,10,0.029454787572224934,0.00478670231252691,0.03008553385734558,0.005082681544980647,0.07632615831163195,0.02980860828065941,0.07285052537918091,0.025911635593885627,3.6297215700149534,0.8336866525369436,3.685866928100586,0.8083538645541041
7,40x40,7.8,3.0110906108363245,7.9,2.9230881691191666,6.0,1.9436506316151,6.0,1.9436506316151,105.1,23.544048552069867,106.2,23.47007550998598,10,10,10,10,10,10,0.03319892883300781,0.011169725912233136,0.033476519584655764,0.011100204208618068,0.07527642250061035,0.02470125893726926,0.07527642250061035,0.02470125893726926,5.443694639205932,1.4705117799931855,5.526841545104981,1.4538204805482018
8,45x45,7.375,2.1339098923270936,7.625,2.065879266282796,7.5,2.0,7.5,2.0,120.5,17.462658573208273,124.6,20.23857702507761,10,10,8,8,10,10,0.03466343879699707,0.005719835828108268,0.03527668118476868,0.0056955206730319,0.11987769603729248,0.029612398131551757,0.11987769603729248,0.029612398131551757,8.52928626537323,1.460752689622532,8.826742720603942,1.70134475753823
9,50x50,9.3,2.3593784492248497,9.444444444444445,2.403700850309325,7.7,2.451756739791106,7.888888888888889,2.52212432507026,138.6,38.146501222989706,141.7,37.15448230773181,10,10,10,9,10,10,0.05129857063293457,0.009870120201555541,0.05173362625969781,0.010140012704455074,0.1502913236618042,0.04768499040492925,0.1535262796613905,0.049400000203100224,12.32099645137787,3.6716493756653734,12.623840045928954,3.5897827072192228
