,size,iteration_GFW_a1,iteration_GFW_e,iteration_EPM_a1,iteration_EPM_e,solved_GFW_a1,solved_GFW_e,solved_EPM_a1,solved_EPM_e,runningtime_GFW_a1,runningtime_GFW_e,runningtime_EPM_a1,runningtime_EPM_e
0,5,2.89,2.91,2.12,2.12,100,100,100,100,0.004925425052642822,0.004935269355773926,0.006490163803100586,0.006490163803100586
1,50,9.170731707317072,9.1875,7.975609756097561,7.9875,100,100,82,80,0.07158856275604993,0.0718202382326126,0.17898437453479302,0.1795890748500824
2,100,12.318181818181818,13.238095238095237,11.909090909090908,12.095238095238095,100,100,22,21,0.2868286371231079,0.30171938169570195,1.1137394038113682,1.1332095804668607
3,150,16.61111111111111,16.941176470588236,13.666666666666666,13.294117647058824,100,100,18,17,1.2109323342641194,1.2238263522877413,3.148725774553087,3.0552800683414234
4,200,19.0,19.833333333333332,16.0,14.666666666666666,100,100,7,6,3.125655378614153,3.131622552871704,7.30966625894819,6.556195497512817
5,250,24.0,27.714285714285715,20.11111111111111,21.714285714285715,100,100,9,7,7.169967412948608,7.762687274387905,14.814363612069023,15.842161212648664
6,300,18.166666666666668,24.08,20.666666666666668,,100,100,6,5,11.498621304829916,12.98209287405014,22.673673113187153,
