,size,iteration_GFW_a1,iteration_GFW_a1-std,iteration_GFW_e,iteration_GFW_e-std,iteration_EPM_a1,iteration_EPM_a1-std,iteration_EPM_e,iteration_EPM_e-std,iteration_COMB_a1,iteration_COMB_a1-std,iteration_COMB_e,iteration_COMB_e-std,solved_GFW_a1,solved_GFW_e,solved_EPM_a1,solved_EPM_e,solved_COMB_a1,solved_COMB_e,runningtime_GFW_a1,runningtime_GFW_a1-std,runningtime_GFW_e,runningtime_GFW_e-std,runningtime_EPM_a1,runningtime_EPM_a1-std,runningtime_EPM_e,runningtime_EPM_e-std,runningtime_COMB_a1,runningtime_COMB_a1-std,runningtime_COMB_e,runningtime_COMB_e-std
0,5x5,2.9,0.5676462121975473,2.9,0.5676462121975473,2.1,0.875595035770913,2.1,0.875595035770913,3.6,0.9660917830792962,4.1,1.370320319406298,10,10,10,10,10,10,0.005272126197814942,0.006161309585864428,0.005272126197814942,0.006161309585864428,0.00820753574371338,0.011649165507417306,0.00820753574371338,0.011649165507417306,0.004479694366455078,0.0012112217445769706,0.005088615417480469,0.0016483554315216858
1,10x10,4.6,1.577621275493231,4.6,1.577621275493231,2.6,0.6992058987801003,2.6,0.6992058987801003,10.5,2.068278940998476,10.9,2.685351208149708,10,10,10,10,10,10,0.0057879209518432615,0.0023025003479720716,0.0057879209518432615,0.0023025003479720716,0.00659489631652832,0.001575402839882482,0.00659489631652832,0.001575402839882482,0.030307364463806153,0.0073333906375640245,0.03138818740844727,0.009003338497271342
2,15x15,4.6,1.3498971154211061,4.7,1.4181364924121764,4.1,1.370320319406298,4.2,1.3165611772087664,26.2,3.9665266081716095,26.8,4.516635916254479,10,10,10,10,10,10,0.007031774520874024,0.0021146786940122336,0.007136988639831543,0.002113946398310196,0.013277173042297363,0.004529840690004058,0.013515877723693847,0.004371780191418601,0.16626908779144287,0.02915627384526917,0.17239179611206054,0.03609671851821938
3,20x20,5.2,1.8135294011647247,5.6,1.837873166945364,5.1,1.728840330651993,5.1,1.728840330651993,32.8,8.430104783848579,33.1,8.710785141293393,10,10,10,10,10,10,0.0090040922164917,0.0025174105553935075,0.009534168243408202,0.002759949982249635,0.021760058403015137,0.006687758969468214,0.021760058403015137,0.006687758969468214,0.4115570545196533,0.11358787133538724,0.4150113821029663,0.11757890955720054
4,25x25,6.2,1.316561177208765,6.5,1.35400640077266,5.0,1.8856180831641267,5.0,1.8856180831641267,53.3,6.650814486462059,55.2,6.957010852370423,10,10,10,10,10,10,0.012638473510742187,0.001815951676369431,0.01300806999206543,0.0019593372406664974,0.0334338903427124,0.02158939819432566,0.0334338903427124,0.02158939819432566,1.0081742525100708,0.1415079250790524,1.0417847871780395,0.1434480440413692
5,30x30,6.1,1.1972189997378664,6.3,1.0593499054713813,5.0,1.7638342073763937,5.0,1.7638342073763937,62.6,21.670256112930463,64.0,20.385179801894207,10,10,10,10,10,10,0.01690707206726074,0.0024703690121007523,0.017345762252807616,0.0024519925554374955,0.04823436737060547,0.038347361546286755,0.04823436737060547,0.038347361546286755,2.7418779611587523,2.17614330590703,2.7811647415161134,2.1510044503451695
6,35x35,7.111111111111111,2.420973174388992,7.555555555555555,2.7436796055257227,6.0,1.5,7.0,3.3541019662496847,92.9,21.702278426213415,95.0,20.72036035722674,10,10,9,9,10,10,0.025272051493326824,0.007687601443892988,0.02629738383822971,0.008374161892371008,0.07147216796875,0.03680037100296835,0.08129366238911946,0.06461623048625188,3.797174644470215,0.9332188972502738,3.9272196292877197,0.8949664380298303
7,40x40,8.9,4.653553003411002,9.4,4.6951511631090685,5.6,1.7763883459298981,5.7,1.888562063228705,96.9,20.70668169134461,101.1,19.364629841256708,10,10,10,10,10,10,0.03245370388031006,0.010984622951475663,0.046483182907104494,0.03936712360884931,0.06908748149871827,0.023416754775294275,0.07037918567657471,0.02493115513442598,4.647627806663513,1.1187507933277028,4.891871976852417,0.9854545256089164
8,45x45,7.714285714285714,1.6035674514745473,8.285714285714286,1.8898223650461319,7.714285714285714,1.9760470401187082,7.857142857142857,2.035400978396431,119.7,18.850582071767576,122.0,19.165942015286735,10,10,7,7,10,10,0.034301894051688056,0.004410441046410701,0.03593441418239048,0.005573458552451837,0.1209390504019601,0.03191326288700873,0.12332592691693987,0.032796660673646554,8.1693425655365,1.5965562707923067,8.4057377576828,1.5974726856820531
9,50x50,9.3,3.4009802508492544,9.666666666666666,3.7416573867739413,7.6,2.2705848487901865,7.555555555555555,1.666666666666669,133.9,37.70779465545257,139.3,36.66984834680633,10,10,10,9,10,10,0.05121581554412842,0.016182865742008907,0.05221904648674859,0.017814851057615422,0.16499147415161133,0.08359975777723834,0.1668093204498291,0.08214962975423384,11.812604784965515,3.436887309651528,12.454512524604798,3.445949665151006
