,size,utilitarian_GFW_e,egalitarian_GFW_e,nash_GFW_e,utilitarian_EPM_e,egalitarian_EPM_e,nash_EPM_e,utilitarian_COMB_e,egalitarian_COMB_e,nash_COMB_e
0,3x3,8.61111111111111,3.444444444444444,22.986882716049376,8.61111111111111,3.444444444444444,22.98688271604938,8.61111111112082,3.4444444444452706,22.986882716133927
1,4x4,11.785714285714285,3.4374999999999996,68.38895836654972,13.67824074074058,4.859374999999908,97.9048263591666,13.67824074074128,4.859374999999923,97.90482635916695
2,5x5,19.27976190476191,5.125000000000001,709.4858477856168,19.279761904761916,5.125000000000017,709.4858477856169,20.65714285711182,6.024999999978833,796.5804597342702
3,6x6,18.368055555555557,4.3125,594.9230364261833,18.40648148148137,4.291666666666039,631.9181402992598,18.36805555558858,4.312500000030862,594.9230364310301
4,7x7,17.421031746031744,3.972222222222222,353.7503585828777,17.305555555555568,3.888888888888895,353.0276920438963,17.305555555588903,3.8888888889066324,353.02769204939193
5,8x8,20.765624999999996,3.4609374999999996,1269.2434501265343,20.674479166666607,3.6484375000001075,1290.5026676072716,20.88454861111116,3.835937500000004,1284.6491681595016
6,9x9,20.492910052910048,4.153968253968253,413.93319213567764,20.513580246913346,4.253968253967349,410.203991663672,20.5135802469142,4.253968253967823,410.20399166390627
7,10x10,19.327639030612247,3.3344047619047625,167.17172820447792,19.678749999999972,4.036666666666597,185.36893214415733,19.67875000033853,4.036666666786357,185.3689321682603
8,11x11,23.521969696969695,3.856060606060606,867.8888440103665,20.094696969697114,2.679292929293087,549.1758532280099,20.094696969816,2.6792929292832404,549.1758532669262
9,12x12,23.184523809523814,3.958333333333333,517.2180257700314,24.285714285713894,4.250000000000142,606.9633307116131,24.654761904794963,4.541666666666201,531.7938711618623
10,13x13,22.41269841269841,3.6205128205128205,262.01354322330775,22.08461538461538,3.271794871794888,296.75900377670257,22.707692307805818,3.784615384613957,291.8528993070489
11,14x14,23.10396825396825,2.047619047619048,590.3685979300521,23.103968253968223,2.0476190476190355,590.3685979300492,23.103968254988416,2.0476190478403207,590.3685983217724
12,15x15,26.433412698412692,2.978412698412698,906.5568585556375,26.433412698412358,2.9784126984125705,906.5568585556284,26.797272193148043,4.072380952513906,587.2844225227906
13,16x16,24.614583333333332,2.895833333333333,314.85519345439576,24.617187499999993,2.854166666666668,316.01534871238994,25.17875744049225,3.1614583333370936,310.94786764009183
14,17x17,27.593137254901958,3.153501400560224,858.4619698134528,27.708893557418524,3.1221288515379015,869.1301409877672,27.593137255627184,3.1535014005501885,858.4619702492275
15,18x18,25.880555555555564,3.3611111111111116,127.03085479876103,26.443132716049686,2.9907407407410096,159.23019815953597,,,
16,19x19,28.199561403508774,2.7017543859649122,424.8350937025032,28.076754385964655,2.8552631578938246,420.5841813040847,28.31798245895297,2.2960526319000834,429.4917559228664
17,20x20,26.986666666666665,2.1333333333333333,54.89551672255169,26.999999999999698,1.9999999999999338,56.88888888888695,27.377777778027383,2.133333333365043,65.44055549522737
18,21x21,27.85277777777778,2.4666666666666663,99.06920073036261,31.558333333333707,3.312244897958911,227.83042919684954,31.558333333685184,3.312244897976062,227.8304292679337
19,22x22,30.519480519480517,3.0519480519480515,223.84966545836085,30.519480519480535,3.0519480519480733,223.84966545836107,30.37121212238542,3.4545454546017345,162.79467359478085
20,23x23,29.835748792270525,2.097826086956521,131.2079972680784,29.83574879227057,2.0978260869565406,131.20799726808139,33.12298999482516,3.0150966184418033,243.97283777522983
21,24x24,32.68526785714285,2.8246527777777772,267.6681403867038,32.68526785714255,2.824652777777843,267.6681403867028,32.14814814801092,2.6666666665745558,172.63425741248855
22,25x25,31.516666666666666,2.44,94.8460762088992,31.51666666666668,2.440000000000018,94.84607620889936,31.862222222555946,2.140000000009388,112.6893524985395
23,26x26,32.90552503052503,2.3644688644688645,67.96757175419263,32.90552503052487,2.364468864468881,67.96757175419208,32.905525032873676,2.36446886458961,67.96757190047519
24,27x27,36.41666666666667,2.111111111111111,523.0772909964857,36.41666666666579,2.1111111111108833,523.0772909964544,36.99176954787414,2.1975308642568887,579.4850224695132
25,28x28,33.5,2.0,48.0,33.49999999999989,1.9999999999999716,47.999999999998906,33.5000000009362,2.000000000060901,48.00000003989048
26,29x29,34.82183908045977,1.908045977011494,49.035158300039434,34.82183908045965,1.9080459770114713,49.035158300037736,34.821839080543924,1.9080459770157148,49.035158303831594
27,30x30,34.666666666666664,1.7333333333333332,13.991450945984871,35.1222222222224,1.8166666666666917,16.958355541867505,,,
28,31x31,38.70967741935483,2.5806451612903225,86.56865253522466,38.709677419354826,2.5806451612902888,86.56865253522517,,,
29,32x32,36.002604166666664,1.8229166666666665,9.882787748025201,36.00260416666691,1.8229166666667087,9.882787748026233,36.00260416666737,1.8229166666675356,9.882787748037988
30,33x33,38.516835016835024,2.5303030303030307,14.86114313851501,39.035353535353,2.681818181818611,18.99012097314494,,,
31,34x34,38.41911764705881,2.696078431372549,13.767182014626798,38.25980392156862,2.0588235294117636,14.289895616510776,38.4191176491293,2.696078431431407,13.767182041487425
32,35x35,41.104761904761915,1.980952380952381,65.18969503062205,41.10476190476281,1.9809523809526377,65.18969503062148,41.1047619060551,1.9809523809810892,65.18969511006493
33,36x36,38.541666666666664,2.0833333333333335,3.6681695078437255,35.99999999999999,1.0000000000046214,0.9999999999999922,36.00000000201356,1.0000000001242404,1.000000002013552
34,37x37,42.702702702702695,2.135135135135135,22.472880548492938,42.702702702703036,2.1351351351352514,22.472880548493688,42.702702703959886,2.135135135200186,22.472880575160303
35,38x38,40.640350877192986,1.9824561403508776,4.292870147573584,40.64035087719216,1.982456140350443,4.292870147573625,39.00000000034278,2.0000000000049774,2.000000000680545
36,39x39,40.68376068376068,2.034188034188034,2.9051873554217993,41.3461538461531,1.9230769230766676,3.4659297031905574,40.000000000617064,2.000000000018926,2.000000001215183
37,40x40,42.666666666666664,2.0,5.333333333333333,43.220833333332735,2.0499999999995553,7.160170235706562,42.00000000084074,2.0000000000447713,4.000000003229568
38,41x41,45.042682926829265,2.024390243902439,13.149941678330263,45.042682926826444,2.0243902439010726,13.149941678329547,45.04268292732305,2.0243902439095454,13.149941685057682
39,42x42,44.52380952380952,2.0238095238095237,6.575440567573211,44.52380952381023,2.023809523810092,6.575440567574077,44.52380952386503,2.0238095238125586,6.575440567920953
40,43x43,46.55813953488373,2.046511627906977,5.3746661702365905,42.99999999999999,1.0000000000050753,0.9999999999999869,43.00000000264712,1.000000000176158,1.0000000026471245
41,44x44,48.31666666666668,2.027272727272728,10.754054582961695,48.31666666666661,2.027272727272699,10.754054582961544,45.00000000123279,2.0000000000231495,2.0000000024424383
42,45x45,47.5,2.0,4.0,47.696296296294584,2.0296296296283223,5.814698414204944,47.696296296895525,2.0296296296189755,5.8146984177276435
43,46x46,48.53260869565216,2.0652173913043477,8.751364665051815,48.53260869565257,2.065217391304853,8.751364665053028,48.53260869570547,2.065217391305373,8.7513646654992
44,47x47,49.67553191489361,2.106382978723404,3.8082352808861155,47.000000000000014,1.0000000000058986,1.0000000000000175,47.00000000076427,1.000000000036077,1.0000000007642742
45,48x48,49.5,2.0,2.0,47.99999999999996,1.0000000000003542,0.999999999999954,48.00000000119317,1.0000000000946032,1.000000001193169
46,49x49,52.14285714285714,1.9863945578231292,4.294294068865114,48.99999999999996,1.000000000009518,0.9999999999999567,49.00000000928733,1.0000000005687255,1.0000000092873214
47,50x50,50.49,1.02,1.3457940145368037,49.99999999999994,1.0000000000093068,0.9999999999999363,50.000000000556135,1.0000000000265836,1.000000000556134
