,size,utilitarian_GFW_e,egalitarian_GFW_e,nash_GFW_e,utilitarian_EPM_e,egalitarian_EPM_e,nash_EPM_e,utilitarian_COMB_e,egalitarian_COMB_e,nash_COMB_e
0,5x5,1.9516515010684756,0.7748740277795408,0.006977233022666606,1.8968706100549877,0.7406567728335322,0.007348497966211636,,,
1,50x50,2.365182056017352,0.15944225549353497,4.049548151168317e-70,2.2717903167839104,0.14757926412060746,8.387096793607265e-70,,,
2,100x100,2.4386999521303365,0.09181656293523481,4.057921338899391e-168,2.3489179132135742,0.08463819262295524,4.545837312832556e-167,,,
3,150x150,2.4172411326101373,0.06157409547648655,1.5844008742795392e-282,2.3361763162779434,0.059985222152147265,3.692268397017698e-283,,,
4,200x200,2.4477688171440226,0.048818310441409815,0.0,2.357024104567187,0.048414928827857334,0.0,,,
5,250x250,2.4320466625685033,0.041374949784515544,0.0,2.360235642172161,0.039810712869170796,0.0,,,
6,300x300,2.4522203720586524,0.03505687153508161,0.0,2.4418278698800844,0.03565816687718459,0.0,,,
