,size,iteration_GFW_a1,iteration_GFW_a1-std,iteration_GFW_e,iteration_GFW_e-std,iteration_EPM_a1,iteration_EPM_a1-std,iteration_EPM_e,iteration_EPM_e-std,iteration_COMB_a1,iteration_COMB_a1-std,iteration_COMB_e,iteration_COMB_e-std,solved_GFW_a1,solved_GFW_e,solved_EPM_a1,solved_EPM_e,solved_COMB_a1,solved_COMB_e,runningtime_GFW_a1,runningtime_GFW_a1-std,runningtime_GFW_e,runningtime_GFW_e-std,runningtime_EPM_a1,runningtime_EPM_a1-std,runningtime_EPM_e,runningtime_EPM_e-std,runningtime_COMB_a1,runningtime_COMB_a1-std,runningtime_COMB_e,runningtime_COMB_e-std
0,5x5,2.9,0.5676462121975473,2.9,0.5676462121975473,2.1,0.875595035770913,2.1,0.875595035770913,3.6,0.9660917830792962,4.1,1.370320319406298,10,10,10,10,10,10,0.005319952964782715,0.006336514467681421,0.005319952964782715,0.006336514467681421,0.007297921180725098,0.009174278410621644,0.007297921180725098,0.009174278410621644,0.004405999183654785,0.001241837196448051,0.004977583885192871,0.001657223452246589
1,10x10,4.6,1.577621275493231,4.6,1.577621275493231,2.6,0.6992058987801003,2.6,0.6992058987801003,10.5,2.068278940998476,10.9,2.685351208149708,10,10,10,10,10,10,0.0050877809524536135,0.001484828294179426,0.0050877809524536135,0.001484828294179426,0.006350517272949219,0.001410483615420265,0.006350517272949219,0.001410483615420265,0.02952542304992676,0.007339929978103434,0.030582332611083986,0.009070871877113987
2,15x15,4.6,1.3498971154211061,4.7,1.4181364924121764,4.1,1.370320319406298,4.2,1.3165611772087664,26.2,3.9665266081716095,26.8,4.516635916254479,10,10,10,10,10,10,0.006900143623352051,0.0028702428902958694,0.007000064849853516,0.002891217413148362,0.013890218734741212,0.005127383468883289,0.014152622222900391,0.0049252026173166605,0.16631567478179932,0.02813907224922723,0.17192397117614747,0.03475787384278527
3,20x20,5.2,1.8135294011647247,5.6,1.837873166945364,5.1,1.728840330651993,5.1,1.728840330651993,32.8,8.430104783848579,33.1,8.710785141293393,10,10,10,10,10,10,0.008049869537353515,0.002215883158998607,0.00854504108428955,0.002292057840017279,0.02098221778869629,0.006263371047721834,0.02098221778869629,0.006263371047721834,0.4096503257751465,0.11121736852400768,0.4132394552230835,0.11558147229738228
4,25x25,6.2,1.316561177208765,6.5,1.35400640077266,5.0,1.8856180831641267,5.0,1.8856180831641267,53.3,6.650814486462059,55.2,6.957010852370423,10,10,10,10,10,10,0.012694454193115235,0.002222331536665069,0.01314857006072998,0.0023661141033457984,0.03361713886260986,0.02209107915171417,0.03361713886260986,0.02209107915171417,1.0261571884155274,0.1496993244327455,1.0598249673843383,0.14821086154260085
5,30x30,6.1,1.1972189997378664,6.3,1.0593499054713813,5.0,1.7638342073763937,5.0,1.7638342073763937,62.6,21.670256112930463,64.0,20.385179801894207,10,10,10,10,10,10,0.016603302955627442,0.0026171233867032114,0.01693108081817627,0.0024443163563012582,0.04779624938964844,0.03433307225334996,0.04779624938964844,0.03433307225334996,2.730954575538635,2.197877147141438,2.7704899072647096,2.1727154679535903
6,35x35,7.111111111111111,2.420973174388992,7.555555555555555,2.7436796055257227,6.0,1.5,7.0,3.3541019662496847,92.9,21.702278426213415,95.0,20.72036035722674,10,10,9,9,10,10,0.025056944953070745,0.0062863318742652045,0.026077429453531902,0.007021887120358797,0.07454943656921387,0.03951076739183492,0.08455808957417806,0.06847747898043596,3.8045856237411497,0.925689920949223,3.9422075510025025,0.8886691454132374
7,40x40,8.9,4.653553003411002,9.4,4.6951511631090685,5.6,1.7763883459298981,5.7,1.888562063228705,96.9,20.70668169134461,101.1,19.364629841256708,10,10,10,10,10,10,0.03810772895812988,0.014295218367015408,0.05328536033630371,0.04524842795757153,0.07664210796356201,0.02981463095633379,0.07781949043273925,0.030548763958932575,4.718771457672119,1.124362728255705,4.969607877731323,0.997351855831736
8,45x45,7.714285714285714,1.6035674514745473,8.285714285714286,1.8898223650461319,7.714285714285714,1.9760470401187082,7.857142857142857,2.035400978396431,119.7,18.850582071767576,122.0,19.165942015286735,10,10,7,7,10,10,0.04305117470877511,0.007394140953708849,0.04464786393301828,0.008543592229538276,0.12305164337158203,0.030201063906591233,0.12537523678370885,0.03104842068757135,8.311093497276307,1.6307841760442041,8.553241515159607,1.6224968954706325
9,50x50,9.3,3.4009802508492544,9.666666666666666,3.7416573867739413,7.6,2.2705848487901865,7.555555555555555,1.666666666666669,133.9,37.70779465545257,139.3,36.66984834680633,10,10,10,9,10,10,0.053629183769226076,0.012036326068448108,0.055106931262546115,0.01336098899420967,0.16254920959472657,0.07911885522654047,0.163891871770223,0.07697964314410137,11.84620134830475,3.666317328461891,12.489163136482238,3.6698306955752593
