,size,iteration_GFW_a1,iteration_GFW_e,iteration_EPM_a1,iteration_EPM_e,iteration_COMB_a1,iteration_COMB_e,solved_GFW_a1,solved_GFW_e,solved_EPM_a1,solved_EPM_e,solved_COMB_a1,solved_COMB_e,runningtime_GFW_a1,runningtime_GFW_e,runningtime_EPM_a1,runningtime_EPM_e,runningtime_COMB_a1,runningtime_COMB_e
0,100x100,11.304347826086957,11.090909090909092,10.565217391304348,9.818181818181818,,,30,30,23,11,0,0,0.33231032412985095,0.3087158636613326,1.2768406349679697,1.1728458404541016,,
1,100x200,15.476190476190476,18.214285714285715,12.619047619047619,13.857142857142858,,,30,30,21,14,0,0,0.6822701408749535,0.7517916475023542,2.950350046157837,3.230086156300136,,
2,100x300,15.827586206896552,18.11111111111111,11.931034482758621,13.5,,,30,30,29,18,0,0,1.0042371914304535,1.0860705375671387,4.043064750474075,4.5815655787785845,,
3,100x400,15.115384615384615,16.904761904761905,12.23076923076923,13.619047619047619,,,30,30,26,21,0,0,1.3969555176221407,1.466720353989374,5.929007126734807,6.62664084207444,,
4,100x500,14.571428571428571,19.105263157894736,13.107142857142858,16.526315789473685,,,30,30,28,19,0,0,1.7308205110686166,1.9619438648223877,7.769893646240234,9.785370876914577,,
5,100x600,15.461538461538462,19.428571428571427,12.423076923076923,14.714285714285714,,,30,30,26,21,0,0,2.3129540498440084,2.531646353857858,8.950921269563528,10.654010784058343,,
