,size,iteration_GFW_a1,iteration_GFW_a1-std,iteration_GFW_e,iteration_GFW_e-std,iteration_EPM_a1,iteration_EPM_a1-std,iteration_EPM_e,iteration_EPM_e-std,iteration_COMB_a1,iteration_COMB_a1-std,iteration_COMB_e,iteration_COMB_e-std,solved_GFW_a1,solved_GFW_e,solved_EPM_a1,solved_EPM_e,solved_COMB_a1,solved_COMB_e,runningtime_GFW_a1,runningtime_GFW_a1-std,runningtime_GFW_e,runningtime_GFW_e-std,runningtime_EPM_a1,runningtime_EPM_a1-std,runningtime_EPM_e,runningtime_EPM_e-std,runningtime_COMB_a1,runningtime_COMB_a1-std,runningtime_COMB_e,runningtime_COMB_e-std
0,5x5,2.8,0.8287754140107481,2.86,0.8290191356493094,2.3,0.771984194112546,2.3,0.771984194112546,4.04,1.325126256610892,4.11,1.3249356759686648,100,100,100,100,100,100,0.02388873815536499,0.007462343154821126,0.02435431957244873,0.007415228848447725,0.007347753047943115,0.0019534519857061284,0.007347753047943115,0.0019534519857061284,0.007278397083282471,0.002467693562477168,0.007398462295532227,0.002496086808713647
1,10x10,4.191919191919192,1.2590632059863904,4.262626262626263,1.2337586389984199,3.272727272727273,1.167748416242284,3.272727272727273,1.167748416242284,12.17,3.662683787232053,12.44,3.7371192924578445,100,100,99,99,100,100,0.03510021681737418,0.01003134519796106,0.03566646816754582,0.009865634224188595,0.013279963021326547,0.003786565892078039,0.013279963021326547,0.003786565892078039,0.04131094455718994,0.01192396040809041,0.04225159168243408,0.012241484496051856
2,15x15,4.89,1.5367222102628555,5.04,1.5434449203720306,4.11,1.5756672468282351,4.12,1.5781334070683157,22.87,6.430129520979,23.47,6.598829097237289,100,100,100,100,100,100,0.041845383644104006,0.011980194901536926,0.04302350759506226,0.012075611790757173,0.017634217739105226,0.0056311107525322725,0.017674853801727296,0.005655680472494499,0.137260844707489,0.0394488416177231,0.14093393802642823,0.04037060736609103
3,20x20,5.49,1.8173962949586122,5.7,1.806274138281967,4.77,1.6748586552755789,4.81,1.6859191061030288,35.45,8.710118346851628,36.18,8.909624803627484,100,100,100,100,100,100,0.04966105699539185,0.015485436619023268,0.05131000280380249,0.01532293729483155,0.027670066356658935,0.009604905429372267,0.027890028953552245,0.009664841204915453,0.46992959022521974,0.11560992894094037,0.4804003429412842,0.11811140777410839
4,25x25,6.181818181818182,2.404772620095282,6.510204081632653,2.3822578649761867,5.858585858585859,2.0254004442059883,5.846938775510204,2.0526675669827337,50.68,10.970925764091753,52.16,11.531003443067755,100,100,99,98,100,100,0.056610348248722575,0.021011520303456457,0.05929204395839146,0.020736993606678022,0.04404646700078791,0.014482311416181887,0.04399484031054438,0.0147260613283626,1.0078506922721864,0.23021369371214895,1.0376368141174317,0.23770238485616096
5,30x30,7.010204081632653,2.5138580771690586,7.346938775510204,2.4957780466356745,5.877551020408164,1.9858536097169275,5.948979591836735,2.0777289791788096,68.21,17.94958990555992,70.0,18.199789098567138,100,100,98,98,100,100,0.06936457692360391,0.03953604187093738,0.07221297098665821,0.03981422484022346,0.057802830423627584,0.019316150599076265,0.05849663578734106,0.020233496950265228,1.9582139611244203,0.5642686871575554,2.0151357793807985,0.5694651310047002
