,size,iteration_GFW_a1,iteration_GFW_e,iteration_EPM_a1,iteration_EPM_e,iteration_COMB_a1,iteration_COMB_e,solved_GFW_a1,solved_GFW_e,solved_EPM_a1,solved_EPM_e,solved_COMB_a1,solved_COMB_e,runningtime_GFW_a1,runningtime_GFW_e,runningtime_EPM_a1,runningtime_EPM_e,runningtime_COMB_a1,runningtime_COMB_e
0,10x10,4.6,4.6,2.6,2.6,10.5,10.9,10,10,10,10,10,10,0.05172324180603027,0.05172324180603027,0.027776384353637697,0.027776384353637697,0.8086861848831177,0.8351329565048218
1,20x20,5.2,5.6,5.1,5.1,33.7,34.0,10,10,10,10,10,10,0.03045961856842041,0.03155584335327148,0.03615591526031494,0.03615591526031494,9.204309368133545,9.286451959609986
2,30x30,6.1,6.3,5.0,5.0,65.2,66.7,10,10,10,10,10,10,0.075888991355896,0.07638905048370362,0.05744316577911377,0.05744316577911377,41.49695768356323,42.459581995010375
